f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f jV0500m jV0500f jV0800m jV0800f jV1100m jV1100f jV1300m jV1300f jV1700m jV1700f jV1800m jV1800f 
236.449 2.06341e-05 90 1 0 0.00343796 -179.661 1.00002 -8.05303e-06 1 0 0.00156717 0.00215 0.891358 -3.86492e-06 0 0 0.00175022 -179.661 0.00152333 -179.661 0 0 0.001555 -179.998 1 0 0.00155489 179.997 0.00173663 0.339233 0.00171166 -179.661 0 0 0 0 0 0 5.29699e-13 90 9.05253e-16 -89.6607 1.09016e-12 -90 7.95744e-15 -89.6608 3.21408e-07 179.997
242.013 2.11196e-05 90 1 0 0.00343796 -179.653 1.00002 -8.24252e-06 1 0 0.00156717 0.00220059 0.891358 -3.95586e-06 0 0 0.00175022 -179.653 0.00152333 -179.653 0 0 0.001555 -179.998 1 0 0.00155489 179.997 0.00173663 0.347216 0.00171166 -179.653 0 0 0 0 0 0 5.42163e-13 90 9.26555e-16 -89.6528 1.11581e-12 -90 8.14469e-15 -89.6529 3.21408e-07 179.997
247.708 2.16166e-05 90 1 0 0.00343797 -179.645 1.00002 -8.43648e-06 1 0 0.00156717 0.00225238 0.891358 -4.04895e-06 0 0 0.00175022 -179.645 0.00152333 -179.645 0 0 0.001555 -179.998 1 0 0.00155489 179.997 0.00173663 0.355386 0.00171166 -179.645 0 0 0 0 0 0 5.54921e-13 90 9.48359e-16 -89.6446 1.14207e-12 -90 8.33636e-15 -89.6447 3.21408e-07 179.997
253.536 2.21252e-05 90 1 0 0.00343797 -179.636 1.00002 -8.635e-06 1 0 0.00156717 0.00230538 0.891358 -4.14422e-06 0 0 0.00175022 -179.637 0.00152333 -179.636 0 0 0.001555 -179.998 1 0 0.00155489 179.997 0.00173663 0.363748 0.00171166 -179.637 0 0 0 0 0 0 5.67979e-13 90 9.70675e-16 -89.6362 1.16894e-12 -90 8.53253e-15 -89.6363 3.21408e-07 179.997
259.502 2.26459e-05 90 1 0 0.00343797 -179.628 1.00002 -8.83819e-06 1 0 0.00156717 0.00235963 0.891358 -4.24174e-06 0 0 0.00175022 -179.628 0.00152333 -179.628 0 0 0.001555 -179.998 1 0 0.00155489 179.997 0.00173664 0.372307 0.00171166 -179.628 0 0 0 0 0 0 5.81344e-13 90 9.93517e-16 -89.6277 1.19645e-12 -90 8.73331e-15 -89.6278 3.21408e-07 179.997
265.609 2.31787e-05 90 1 0 0.00343798 -179.619 1.00002 -9.04616e-06 1 0 0.00156717 0.00241515 0.891358 -4.34155e-06 0 0 0.00175023 -179.619 0.00152333 -179.619 0 0 0.001555 -179.998 1 0 0.00155489 179.997 0.00173664 0.381068 0.00171166 -179.62 0 0 0 0 0 0 5.95024e-13 90 1.0169e-15 -89.6189 1.2246e-12 -90 8.93883e-15 -89.619 3.21408e-07 179.997
271.859 2.37242e-05 90 1 0 0.00343798 -179.61 1.00002 -9.25902e-06 1 0 0.00156717 0.00247198 0.891358 -4.44372e-06 0 0 0.00175023 -179.61 0.00152333 -179.61 0 0 0.001555 -179.998 1 0 0.00155489 179.997 0.00173664 0.390034 0.00171167 -179.611 0 0 0 0 0 0 6.09025e-13 90 1.04083e-15 -89.6099 1.25342e-12 -90 9.14918e-15 -89.61 3.21408e-07 179.997
278.256 2.42824e-05 90 1 0 0.00343798 -179.601 1.00002 -9.4769e-06 1 0 0.00156717 0.00253015 0.891358 -4.54828e-06 0 0 0.00175023 -179.601 0.00152334 -179.601 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173664 0.399212 0.00171167 -179.602 0 0 0 0 0 0 6.23356e-13 90 1.06532e-15 -89.6008 1.28291e-12 -90 9.36448e-15 -89.6009 3.21408e-07 179.997
284.804 2.48538e-05 90 1 0 0.00343799 -179.591 1.00002 -9.6999e-06 1 0 0.00156717 0.00258969 0.891358 -4.65531e-06 0 0 0.00175023 -179.592 0.00152334 -179.591 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173664 0.408605 0.00171167 -179.592 0 0 0 0 0 0 6.38024e-13 90 1.09039e-15 -89.5914 1.3131e-12 -90 9.58484e-15 -89.5915 3.21408e-07 179.997
291.505 2.54386e-05 90 1 0 0.00343799 -179.582 1.00002 -9.92815e-06 1 0 0.00156717 0.00265062 0.891358 -4.76485e-06 0 0 0.00175023 -179.582 0.00152334 -179.582 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173665 0.41822 0.00171167 -179.583 0 0 0 0 0 0 6.53038e-13 90 1.11605e-15 -89.5818 1.344e-12 -90 9.81039e-15 -89.5819 3.21408e-07 179.997
298.365 2.60372e-05 90 1 0 0.003438 -179.572 1.00002 -1.01618e-05 1 0 0.00156717 0.002713 0.891358 -4.87697e-06 0 0 0.00175024 -179.572 0.00152334 -179.572 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173665 0.428061 0.00171167 -179.573 0 0 0 0 0 0 6.68404e-13 90 1.14231e-15 -89.5719 1.37563e-12 -90 1.00413e-14 -89.572 3.21408e-07 179.997
305.386 2.66499e-05 90 1 0 0.003438 -179.562 1.00002 -1.04009e-05 1 0 0.00156717 0.00277684 0.891358 -4.99173e-06 0 0 0.00175024 -179.562 0.00152334 -179.562 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173665 0.438133 0.00171168 -179.563 0 0 0 0 0 0 6.84133e-13 90 1.16919e-15 -89.5618 1.408e-12 -90 1.02776e-14 -89.562 3.21408e-07 179.996
312.572 2.7277e-05 90 1 0 0.00343801 -179.552 1.00002 -1.06456e-05 1 0 0.00156717 0.00284218 0.891358 -5.10919e-06 0 0 0.00175024 -179.552 0.00152335 -179.552 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173665 0.448442 0.00171168 -179.552 0 0 0 0 0 0 7.00231e-13 90 1.19671e-15 -89.5515 1.44113e-12 -90 1.05194e-14 -89.5516 3.21408e-07 179.996
319.927 2.79189e-05 90 1 0 0.00343801 -179.541 1.00002 -1.08961e-05 1 0 0.00156717 0.00290906 0.891358 -5.22942e-06 0 0 0.00175024 -179.541 0.00152335 -179.541 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173665 0.458994 0.00171168 -179.542 0 0 0 0 0 0 7.16708e-13 90 1.22487e-15 -89.541 1.47504e-12 -90 1.0767e-14 -89.5411 3.21408e-07 179.996
327.455 2.85758e-05 90 1 0 0.00343802 -179.53 1.00002 -1.11525e-05 1 0 0.00156717 0.00297751 0.891358 -5.35247e-06 0 0 0.00175025 -179.531 0.00152335 -179.53 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173666 0.469794 0.00171168 -179.531 0 0 0 0 0 0 7.33573e-13 90 1.25369e-15 -89.5302 1.50975e-12 -90 1.10203e-14 -89.5303 3.21408e-07 179.996
335.16 2.92483e-05 90 1 0 0.00343802 -179.519 1.00002 -1.1415e-05 1 0 0.00156717 0.00304757 0.891358 -5.47842e-06 0 0 0.00175025 -179.52 0.00152335 -179.519 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173666 0.480849 0.00171169 -179.52 0 0 0 0 0 0 7.50835e-13 90 1.2832e-15 -89.5191 1.54527e-12 -90 1.12797e-14 -89.5192 3.21408e-07 179.996
343.047 2.99365e-05 90 1 0 0.00343803 -179.508 1.00002 -1.16836e-05 1 0 0.00156717 0.00311929 0.891358 -5.60733e-06 0 0 0.00175025 -179.508 0.00152335 -179.508 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173666 0.492163 0.00171169 -179.509 0 0 0 0 0 0 7.68503e-13 90 1.31339e-15 -89.5078 1.58164e-12 -90 1.15451e-14 -89.5079 3.21408e-07 179.996
351.119 3.06409e-05 90 1 0 0.00343803 -179.496 1.00002 -1.19585e-05 1 0 0.00156717 0.00319269 0.891358 -5.73928e-06 0 0 0.00175026 -179.497 0.00152336 -179.496 0 0 0.001555 -179.997 1 0 0.00155489 179.996 0.00173667 0.503744 0.00171169 -179.497 0 0 0 0 0 0 7.86586e-13 90 1.3443e-15 -89.4962 1.61885e-12 -90 1.18168e-14 -89.4964 3.21408e-07 179.996
359.381 3.13619e-05 90 1 0 0.00343804 -179.484 1.00002 -1.22399e-05 1 0 0.00156717 0.00326781 0.891358 -5.87433e-06 0 0 0.00175026 -179.485 0.00152336 -179.484 0 0 0.001555 -179.997 1 0 0.00155489 179.995 0.00173667 0.515596 0.00171169 -179.485 0 0 0 0 0 0 8.05095e-13 90 1.37594e-15 -89.4844 1.65695e-12 -90 1.20949e-14 -89.4845 3.21408e-07 179.996
367.838 3.20999e-05 90 1 0 0.00343805 -179.472 1.00002 -1.25279e-05 1 0 0.00156717 0.00334471 0.891358 -6.01256e-06 0 0 0.00175026 -179.473 0.00152336 -179.472 0 0 0.001555 -179.997 1 0 0.00155489 179.995 0.00173667 0.527728 0.0017117 -179.473 0 0 0 0 0 0 8.2404e-13 90 1.40832e-15 -89.4722 1.69594e-12 -90 1.23795e-14 -89.4724 3.21408e-07 179.996
376.494 3.28553e-05 90 1 0 0.00343805 -179.46 1.00002 -1.28227e-05 1 0 0.00156717 0.00342341 0.891358 -6.15404e-06 0 0 0.00175027 -179.46 0.00152337 -179.46 0 0 0.001555 -179.997 1 0 0.00155489 179.995 0.00173668 0.540146 0.0017117 -179.461 0 0 0 0 0 0 8.43431e-13 90 1.44146e-15 -89.4598 1.73584e-12 -90 1.26708e-14 -89.46 3.21408e-07 179.996
385.353 3.36284e-05 90 1 0 0.00343806 -179.447 1.00002 -1.31244e-05 1 0 0.00156717 0.00350397 0.891358 -6.29885e-06 0 0 0.00175027 -179.448 0.00152337 -179.447 0 0 0.001555 -179.996 1 0 0.00155489 179.995 0.00173668 0.552855 0.00171171 -179.448 0 0 0 0 0 0 8.63278e-13 90 1.47538e-15 -89.4471 1.77669e-12 -90 1.2969e-14 -89.4473 3.21408e-07 179.996
394.421 3.44197e-05 90 1 0 0.00343807 -179.434 1.00002 -1.34333e-05 1 0 0.00156717 0.00358642 0.891358 -6.44707e-06 0 0 0.00175027 -179.435 0.00152337 -179.434 0 0 0.001555 -179.996 1 0 0.00155489 179.995 0.00173668 0.565863 0.00171171 -179.435 0 0 0 0 0 0 8.83591e-13 90 1.5101e-15 -89.4341 1.8185e-12 -90 1.32742e-14 -89.4343 3.21408e-07 179.995
403.702 3.52296e-05 90 1 0 0.00343808 -179.421 1.00002 -1.37494e-05 1 0 0.00156717 0.00367081 0.891358 -6.59878e-06 0 0 0.00175028 -179.421 0.00152338 -179.421 0 0 0.001555 -179.996 1 0 0.00155489 179.995 0.00173669 0.579178 0.00171171 -179.422 0 0 0 0 0 0 9.04383e-13 90 1.54564e-15 -89.4208 1.86129e-12 -90 1.35866e-14 -89.4209 3.21408e-07 179.995
413.201 3.60586e-05 90 1 0 0.00343808 -179.407 1.00002 -1.40729e-05 1 0 0.00156717 0.00375719 0.891358 -6.75405e-06 0 0 0.00175028 -179.408 0.00152338 -179.407 0 0 0.001555 -179.996 1 0 0.00155489 179.995 0.00173669 0.592805 0.00171172 -179.408 0 0 0 0 0 0 9.25664e-13 90 1.58201e-15 -89.4072 1.90509e-12 -90 1.39064e-14 -89.4073 3.21408e-07 179.995
422.924 3.69071e-05 90 1 0 0.00343809 -179.393 1.00002 -1.4404e-05 1 0 0.00156717 0.0038456 0.891358 -6.91298e-06 0 0 0.00175029 -179.394 0.00152338 -179.393 0 0 0.001555 -179.996 1 0 0.00155489 179.995 0.0017367 0.606754 0.00171172 -179.394 0 0 0 0 0 0 9.47446e-13 90 1.61924e-15 -89.3932 1.94991e-12 -90 1.42336e-14 -89.3934 3.21408e-07 179.995
432.876 3.77756e-05 90 1 0 0.0034381 -179.379 1.00002 -1.4743e-05 1 0 0.00156717 0.00393609 0.891358 -7.07565e-06 0 0 0.00175029 -179.379 0.00152339 -179.379 0 0 0.001555 -179.996 1 0 0.00155489 179.994 0.0017367 0.62103 0.00171173 -179.38 0 0 0 0 0 0 9.6974e-13 90 1.65735e-15 -89.3789 1.9958e-12 -90 1.45686e-14 -89.3791 3.21408e-07 179.995
443.062 3.86645e-05 90 1 0 0.00343811 -179.364 1.00002 -1.50899e-05 1 0 0.00156717 0.00402871 0.891358 -7.24215e-06 0 0 0.0017503 -179.365 0.00152339 -179.364 0 0 0.001555 -179.996 1 0 0.00155489 179.994 0.00173671 0.635643 0.00171173 -179.366 0 0 0 0 0 0 9.92559e-13 90 1.69635e-15 -89.3643 2.04276e-12 -90 1.49114e-14 -89.3645 3.21408e-07 179.995
453.488 3.95743e-05 90 1 0 0.00343812 -179.349 1.00002 -1.5445e-05 1 0 0.00156717 0.00412351 0.891358 -7.41256e-06 0 0 0.0017503 -179.35 0.0015234 -179.349 0 0 0.001555 -179.996 1 0 0.00155489 179.994 0.00173671 0.650599 0.00171174 -179.351 0 0 0 0 0 0 1.01592e-12 90 1.73628e-15 -89.3494 2.09083e-12 -90 1.52624e-14 -89.3495 3.21408e-07 179.995
464.159 4.05055e-05 90 1 0 0.00343813 -179.334 1.00002 -1.58084e-05 1 0 0.00156717 0.00422054 0.891358 -7.58699e-06 0 0 0.00175031 -179.335 0.0015234 -179.334 0 0 0.001555 -179.996 1 0 0.00155489 179.994 0.00173672 0.665906 0.00171174 -179.335 0 0 0 0 0 0 1.03982e-12 90 1.77714e-15 -89.3341 2.14003e-12 -90 1.56216e-14 -89.3342 3.21408e-07 179.995
475.081 4.14586e-05 90 1 0 0.00343814 -179.318 1.00002 -1.61804e-05 1 0 0.00156717 0.00431986 0.891358 -7.76552e-06 0 0 0.00175031 -179.319 0.00152341 -179.318 0 0 0.001555 -179.996 1 0 0.00155489 179.994 0.00173672 0.681574 0.00171175 -179.32 0 0 0 0 0 0 1.06429e-12 90 1.81896e-15 -89.3184 2.19039e-12 -90 1.59892e-14 -89.3186 3.21408e-07 179.994
486.26 4.24342e-05 90 1 0 0.00343815 -179.302 1.00002 -1.65612e-05 1 0 0.00156717 0.00442151 0.891358 -7.94825e-06 0 0 0.00175032 -179.303 0.00152341 -179.302 0 0 0.001555 -179.996 1 0 0.00155489 179.994 0.00173673 0.697611 0.00171175 -179.304 0 0 0 0 0 0 1.08933e-12 90 1.86177e-15 -89.3023 2.24193e-12 -90 1.63655e-14 -89.3025 3.21408e-07 179.994
497.702 4.34327e-05 90 1 0 0.00343817 -179.286 1.00002 -1.69509e-05 1 0 0.00156717 0.00452555 0.891358 -8.13528e-06 0 0 0.00175032 -179.287 0.00152342 -179.286 0 0 0.001555 -179.995 1 0 0.00155489 179.994 0.00173673 0.714025 0.00171176 -179.287 0 0 0 0 0 0 1.11497e-12 90 1.90558e-15 -89.2859 2.29468e-12 -90 1.67507e-14 -89.2861 3.21408e-07 179.994
509.414 4.44547e-05 90 1 0 0.00343818 -179.269 1.00002 -1.73497e-05 1 0 0.00156717 0.00463204 0.891358 -8.32671e-06 0 0 0.00175033 -179.27 0.00152342 -179.269 0 0 0.001555 -179.995 1 0 0.00155489 179.993 0.00173674 0.730825 0.00171176 -179.271 0 0 0 0 0 0 1.1412e-12 90 1.95043e-15 -89.2691 2.34868e-12 -90 1.71449e-14 -89.2693 3.21408e-07 179.994
521.401 4.55008e-05 90 1 0 0.00343819 -179.252 1.00002 -1.7758e-05 1 0 0.00156717 0.00474104 0.891358 -8.52265e-06 0 0 0.00175034 -179.253 0.00152343 -179.252 0 0 0.001555 -179.995 1 0 0.00155489 179.993 0.00173675 0.74802 0.00171177 -179.253 0 0 0 0 0 0 1.16806e-12 90 1.99634e-15 -89.2519 2.40395e-12 -90 1.75484e-14 -89.2521 3.21408e-07 179.994
533.67 4.65715e-05 90 1 0 0.00343821 -179.234 1.00002 -1.81758e-05 1 0 0.00156717 0.0048526 0.891358 -8.72319e-06 0 0 0.00175034 -179.235 0.00152343 -179.234 0 0 0.001555 -179.995 1 0 0.00155489 179.993 0.00173675 0.765619 0.00171178 -179.236 0 0 0 0 0 0 1.19554e-12 90 2.04332e-15 -89.2343 2.46051e-12 -90 1.79614e-14 -89.2345 3.21408e-07 179.994
546.228 4.76674e-05 90 1 0 0.00343822 -179.216 1.00002 -1.86035e-05 1 0 0.00156717 0.00496679 0.891358 -8.92846e-06 0 0 0.00175035 -179.217 0.00152344 -179.216 0 0 0.001555 -179.995 1 0 0.00155489 179.993 0.00173676 0.783633 0.00171179 -179.218 0 0 0 0 0 0 1.22367e-12 90 2.09141e-15 -89.2163 2.51841e-12 -90 1.83841e-14 -89.2165 3.21408e-07 179.994
559.081 4.8789e-05 90 1 0 0.00343824 -179.198 1.00002 -1.90413e-05 1 0 0.00156717 0.00508366 0.891358 -9.13856e-06 0 0 0.00175036 -179.199 0.00152345 -179.198 0 0 0.001555 -179.995 1 0 0.00155489 179.993 0.00173677 0.80207 0.00171179 -179.2 0 0 0 0 0 0 1.25247e-12 90 2.14063e-15 -89.1979 2.57767e-12 -90 1.88168e-14 -89.1981 3.21408e-07 179.994
572.237 4.99371e-05 90 1 0 0.00343825 -179.179 1.00002 -1.94894e-05 1 0 0.00156717 0.00520328 0.891358 -9.35359e-06 0 0 0.00175037 -179.18 0.00152345 -179.179 0 0 0.001555 -179.995 1 0 0.00155489 179.993 0.00173678 0.820941 0.0017118 -179.181 0 0 0 0 0 0 1.28194e-12 90 2.19101e-15 -89.179 2.63833e-12 -90 1.92597e-14 -89.1792 3.21408e-07 179.993
585.702 5.11121e-05 90 1 0 0.00343827 -179.16 1.00002 -1.9948e-05 1 0 0.00156717 0.00532572 0.891358 -9.57369e-06 0 0 0.00175038 -179.16 0.00152346 -179.16 0 0 0.001555 -179.995 1 0 0.00155489 179.993 0.00173679 0.840256 0.00171181 -179.161 0 0 0 0 0 0 1.31211e-12 90 2.24258e-15 -89.1597 2.70041e-12 -90 1.9713e-14 -89.1599 3.21408e-07 179.993
599.484 5.23149e-05 90 1 0 0.00343829 -179.14 1.00002 -2.04174e-05 1 0 0.00156717 0.00545104 0.891358 -9.79897e-06 0 0 0.00175038 -179.141 0.00152347 -179.14 0 0 0.001555 -179.995 1 0 0.00155489 179.992 0.00173679 0.860025 0.00171182 -179.142 0 0 0 0 0 0 1.34298e-12 90 2.29536e-15 -89.1399 2.76395e-12 -90 2.01769e-14 -89.1402 3.21408e-07 179.993
613.591 5.35459e-05 90 1 0 0.00343831 -179.12 1.00002 -2.08978e-05 1 0 0.00156717 0.00557931 0.891358 -1.00296e-05 0 0 0.00175039 -179.12 0.00152348 -179.12 0 0 0.001555 -179.994 1 0 0.00155489 179.992 0.0017368 0.880259 0.00171183 -179.122 0 0 0 0 0 0 1.37458e-12 90 2.34939e-15 -89.1197 2.82899e-12 -90 2.06518e-14 -89.1199 3.21408e-07 179.993
628.029 5.48059e-05 90 1 0 0.00343833 -179.099 1.00002 -2.13895e-05 1 0 0.00156717 0.0057106 0.891358 -1.02656e-05 0 0 0.0017504 -179.1 0.00152349 -179.099 0 0 0.001555 -179.994 1 0 0.00155489 179.992 0.00173681 0.90097 0.00171184 -179.101 0 0 0 0 0 0 1.40693e-12 90 2.40469e-15 -89.099 2.89556e-12 -90 2.11379e-14 -89.0992 3.21408e-07 179.993
642.807 5.60955e-05 90 1 0 0.00343835 -179.078 1.00002 -2.18929e-05 1 0 0.00156717 0.00584498 0.891358 -1.05071e-05 0 0 0.00175041 -179.079 0.0015235 -179.078 0 0 0.001555 -179.994 1 0 0.00155489 179.992 0.00173682 0.922167 0.00171185 -179.08 0 0 0 0 0 0 1.44003e-12 90 2.46129e-15 -89.0778 2.9637e-12 -90 2.16354e-14 -89.078 3.21408e-07 179.993
657.933 5.74155e-05 90 1 0 0.00343837 -179.056 1.00002 -2.2408e-05 1 0 0.00156717 0.00598251 0.891358 -1.07544e-05 0 0 0.00175043 -179.057 0.00152351 -179.056 0 0 0.001555 -179.994 1 0 0.00155489 179.992 0.00173683 0.943862 0.00171186 -179.058 0 0 0 0 0 0 1.47392e-12 90 2.51922e-15 -89.0561 3.03343e-12 -90 2.21447e-14 -89.0563 3.21408e-07 179.992
673.415 5.87666e-05 90 1 0 0.00343839 -179.034 1.00002 -2.29353e-05 1 0 0.00156717 0.00612329 0.891358 -1.10074e-05 0 0 0.00175044 -179.035 0.00152352 -179.034 0 0 0.001555 -179.994 1 0 0.00155489 179.991 0.00173685 0.966068 0.00171187 -179.036 0 0 0 0 0 0 1.5086e-12 90 2.57851e-15 -89.0339 3.10481e-12 -90 2.26659e-14 -89.0341 3.21408e-07 179.992
689.261 6.01494e-05 90 1 0 0.00343841 -179.011 1.00002 -2.3475e-05 1 0 0.00156717 0.00626738 0.891358 -1.12664e-05 0 0 0.00175045 -179.012 0.00152353 -179.011 0 0 0.001555 -179.994 1 0 0.00155489 179.991 0.00173686 0.988796 0.00171188 -179.013 0 0 0 0 0 0 1.5441e-12 90 2.63921e-15 -89.0111 3.17787e-12 -90 2.31994e-14 -89.0114 3.21408e-07 179.992
705.48 6.15648e-05 90 1 0 0.00343844 -178.988 1.00002 -2.40274e-05 1 0 0.00156717 0.00641486 0.891358 -1.15315e-05 0 0 0.00175046 -178.989 0.00152354 -178.988 0 0 0.001555 -179.994 1 0 0.00155489 179.991 0.00173687 1.01206 0.00171189 -178.99 0 0 0 0 0 0 1.58044e-12 90 2.70133e-15 -88.9879 3.25265e-12 -90 2.37455e-14 -88.9881 3.21408e-07 179.992
722.081 6.30134e-05 90 1 0 0.00343846 -178.964 1.00002 -2.45928e-05 1 0 0.00156717 0.0065658 0.891358 -1.18029e-05 0 0 0.00175047 -178.965 0.00152355 -178.964 0 0 0.001555 -179.993 1 0 0.00155489 179.991 0.00173688 1.03587 0.0017119 -178.966 0 0 0 0 0 0 1.61762e-12 90 2.76491e-15 -88.9641 3.32919e-12 -90 2.43044e-14 -88.9643 3.21408e-07 179.992
739.072 6.44962e-05 90 1 0 0.00343849 -178.94 1.00002 -2.51715e-05 1 0 0.00156717 0.0067203 0.891358 -1.20806e-05 0 0 0.00175049 -178.941 0.00152356 -178.94 0 0 0.001555 -179.993 1 0 0.00155489 179.991 0.0017369 1.06024 0.00171192 -178.942 0 0 0 0 0 0 1.65569e-12 90 2.83e-15 -88.9397 3.40753e-12 -89.9999 2.48765e-14 -88.94 3.21408e-07 179.991
756.463 6.60139e-05 90 1 0 0.00343852 -178.915 1.00002 -2.57638e-05 1 0 0.00156717 0.00687844 0.891358 -1.23649e-05 0 0 0.0017505 -178.916 0.00152357 -178.915 0 0 0.001555 -179.993 1 0 0.00155489 179.99 0.00173691 1.08518 0.00171193 -178.917 0 0 0 0 0 0 1.69465e-12 90 2.89661e-15 -88.9148 3.48771e-12 -89.9999 2.54621e-14 -88.915 3.21408e-07 179.991
774.264 6.75673e-05 90 1 0 0.00343855 -178.889 1.00002 -2.637e-05 1 0 0.00156717 0.0070403 0.891358 -1.26559e-05 0 0 0.00175052 -178.89 0.00152358 -178.889 0 0 0.001555 -179.993 1 0 0.00155489 179.99 0.00173693 1.11071 0.00171195 -178.892 0 0 0 0 0 0 1.73453e-12 90 2.9648e-15 -88.8892 3.56978e-12 -89.9999 2.60615e-14 -88.8895 3.21408e-07 179.991
792.483 6.91572e-05 90 1 0 0.00343858 -178.863 1.00002 -2.69905e-05 1 0 0.00156717 0.00720596 0.891358 -1.29537e-05 0 0 0.00175053 -178.864 0.0015236 -178.863 0 0 0.001555 -179.993 1 0 0.00155489 179.99 0.00173694 1.13684 0.00171196 -178.865 0 0 0 0 0 0 1.77534e-12 90 3.03459e-15 -88.8631 3.65378e-12 -89.9999 2.6675e-14 -88.8634 3.21408e-07 179.991
811.131 7.07845e-05 90 1 0 0.00343861 -178.836 1.00002 -2.76257e-05 1 0 0.00156717 0.00737553 0.891358 -1.32585e-05 0 0 0.00175055 -178.837 0.00152361 -178.836 0 0 0.001555 -179.993 1 0 0.00155489 179.99 0.00173696 1.16358 0.00171198 -178.839 0 0 0 0 0 0 1.81712e-12 90 3.10603e-15 -88.8363 3.73976e-12 -89.9999 2.73029e-14 -88.8367 3.21408e-07 179.991
830.218 7.24502e-05 90 1 0 0.00343864 -178.809 1.00002 -2.82757e-05 1 0 0.00156717 0.00754908 0.891358 -1.35705e-05 0 0 0.00175057 -178.81 0.00152363 -178.809 0 0 0.001555 -179.992 1 0 0.00155489 179.989 0.00173697 1.19096 0.00171199 -178.811 0 0 0 0 0 0 1.85988e-12 90 3.17915e-15 -88.809 3.82776e-12 -89.9999 2.79456e-14 -88.8093 3.21408e-07 179.99
849.753 7.4155e-05 90 1 0 0.00343868 -178.781 1.00002 -2.89411e-05 1 0 0.00156717 0.00772672 0.891358 -1.38898e-05 0 0 0.00175058 -178.782 0.00152364 -178.781 0 0 0.001555 -179.992 1 0 0.00155489 179.989 0.00173699 1.21897 0.00171201 -178.783 0 0 0 0 0 0 1.90364e-12 90 3.25399e-15 -88.781 3.91783e-12 -89.9999 2.86035e-14 -88.7813 3.21408e-07 179.99
869.749 7.58999e-05 90 1 0 0.00343872 -178.752 1.00002 -2.96221e-05 1 0 0.00156717 0.00790854 0.891358 -1.42166e-05 0 0 0.0017506 -178.753 0.00152366 -178.752 0 0 0.001555 -179.992 1 0 0.00155489 179.989 0.00173701 1.24765 0.00171203 -178.755 0 0 0 0 0 0 1.94843e-12 90 3.33059e-15 -88.7523 4.01002e-12 -89.9999 2.92769e-14 -88.7526 3.21408e-07 179.99
890.215 7.76859e-05 90 1 0 0.00343875 -178.723 1.00002 -3.03191e-05 1 0 0.00156717 0.00809464 0.891358 -1.45512e-05 0 0 0.00175062 -178.724 0.00152368 -178.723 0 0 0.001555 -179.992 1 0 0.00155489 179.989 0.00173703 1.27699 0.00171205 -178.726 0 0 0 0 0 0 1.99428e-12 90 3.40901e-15 -88.7229 4.10438e-12 -89.9999 2.99662e-14 -88.7233 3.21408e-07 179.99
911.163 7.9514e-05 90 1 0 0.00343879 -178.693 1.00002 -3.10326e-05 1 0 0.00156717 0.00828511 0.891358 -1.48936e-05 0 0 0.00175064 -178.694 0.00152369 -178.693 0 0 0.001555 -179.992 1 0 0.00155489 179.988 0.00173705 1.30703 0.00171207 -178.696 0 0 0 0 0 0 2.04121e-12 90 3.48926e-15 -88.6929 4.20096e-12 -89.9999 3.06717e-14 -88.6932 3.21408e-07 179.989
932.603 8.1385e-05 90 1 0 0.00343884 -178.662 1.00002 -3.17628e-05 1 0 0.00156717 0.00848007 0.891358 -1.5244e-05 0 0 0.00175066 -178.663 0.00152371 -178.662 0 0 0.001555 -179.991 1 0 0.00155489 179.988 0.00173707 1.33778 0.00171209 -178.665 0 0 0 0 0 0 2.08924e-12 90 3.57141e-15 -88.6621 4.29982e-12 -89.9999 3.13938e-14 -88.6625 3.21408e-07 179.989
954.548 8.33001e-05 90 1 0 0.00343888 -178.631 1.00002 -3.25102e-05 1 0 0.00156717 0.00867961 0.891358 -1.56027e-05 0 0 0.00175069 -178.632 0.00152373 -178.631 0 0 0.001555 -179.991 1 0 0.00155489 179.988 0.0017371 1.36925 0.00171211 -178.634 0 0 0 0 0 0 2.1384e-12 90 3.6555e-15 -88.6307 4.40099e-12 -89.9999 3.21329e-14 -88.631 3.21408e-07 179.989
977.01 8.52602e-05 90 1 0 0.00343893 -178.598 1.00002 -3.32752e-05 1 0 0.00156717 0.00888386 0.891358 -1.59699e-05 0 0 0.00175071 -178.6 0.00152375 -178.598 0 0 0.001555 -179.991 1 0 0.00155489 179.987 0.00173712 1.40145 0.00171214 -178.601 0 0 0 0 0 0 2.18872e-12 90 3.74157e-15 -88.5985 4.50455e-12 -89.9999 3.28895e-14 -88.5988 3.21408e-07 179.989
