t 1 2 3 4 5 jL0300 
36.9 -0.477606 -3.83865 -0.477606 -3.83865 -2.05391 -2.05391
37 -0.448056 -3.85722 -0.448056 -3.85722 -2.10021 -2.10021
37.1 -0.416461 -3.86996 -0.416461 -3.86996 -2.14345 -2.14345
37.2 -0.382932 -3.87678 -0.382932 -3.87678 -2.18344 -2.18344
37.3 -0.347589 -3.87759 -0.347589 -3.87759 -2.21998 -2.21998
37.4 -0.31056 -3.87234 -0.31056 -3.87234 -2.2529 -2.2529
37.5 -0.271981 -3.86101 -0.271981 -3.86101 -2.28204 -2.28204
37.6 -0.231995 -3.8436 -0.231995 -3.8436 -2.30725 -2.30725
37.7 -0.190751 -3.82012 -0.190751 -3.82012 -2.3284 -2.3284
37.8 -0.148407 -3.79062 -0.148407 -3.79062 -2.34536 -2.34536
37.9 -0.105125 -3.75518 -0.105125 -3.75518 -2.35805 -2.35805
38 -0.0610707 -3.71388 -0.0610707 -3.71388 -2.36636 -2.36636
38.1 -0.0164164 -3.66685 -0.0164164 -3.66685 -2.37024 -2.37024
38.2 0.0286626 -3.61423 0.0286626 -3.61423 -2.36964 -2.36964
38.3 0.073988 -3.55619 0.073988 -3.55619 -2.3645 -2.3645
38.4 0.119379 -3.49292 0.119379 -3.49292 -2.35484 -2.35484
38.5 0.164653 -3.42463 0.164653 -3.42463 -2.34063 -2.34063
38.6 0.209626 -3.35155 0.209626 -3.35155 -2.32192 -2.32192
38.7 0.254114 -3.27395 0.254114 -3.27395 -2.29873 -2.29873
38.8 0.297935 -3.1921 0.297935 -3.1921 -2.27112 -2.27112
38.9 0.340905 -3.1063 0.340905 -3.1063 -2.23917 -2.23917
39 0.382845 -3.01686 0.382845 -3.01686 -2.20297 -2.20297
39.1 0.423578 -2.92411 0.423578 -2.92411 -2.16264 -2.16264
39.2 0.462929 -2.8284 0.462929 -2.8284 -2.11831 -2.11831
39.3 0.500728 -2.73009 0.500728 -2.73009 -2.07011 -2.07011
39.4 0.536811 -2.62956 0.536811 -2.62956 -2.01822 -2.01822
39.5 0.571017 -2.5272 0.571017 -2.5272 -1.96281 -1.96281
39.6 0.603195 -2.4234 0.603195 -2.4234 -1.90408 -1.90408
39.7 0.633198 -2.31857 0.633198 -2.31857 -1.84225 -1.84225
39.8 0.660888 -2.21313 0.660888 -2.21313 -1.77752 -1.77752
39.9 0.686133 -2.1075 0.686133 -2.1075 -1.71015 -1.71015
40 0.708813 -2.00209 0.708813 -2.00209 -1.64038 -1.64038
40.1 0.728816 -1.89735 0.728816 -1.89735 -1.56848 -1.56848
40.2 0.74604 -1.79368 0.74604 -1.79368 -1.49471 -1.49471
40.3 0.760392 -1.69154 0.760392 -1.69154 -1.41937 -1.41937
40.4 0.771791 -1.59133 0.771791 -1.59133 -1.34273 -1.34273
40.5 0.780169 -1.49347 0.780169 -1.49347 -1.26511 -1.26511
40.6 0.785466 -1.39839 0.785466 -1.39839 -1.1868 -1.1868
40.7 0.787638 -1.30648 0.787638 -1.30648 -1.10812 -1.10812
40.8 0.786649 -1.21815 0.786649 -1.21815 -1.02938 -1.02938
40.9 0.782479 -1.13377 0.782479 -1.13377 -0.950898 -0.950898
41 0.775119 -1.05372 0.775119 -1.05372 -0.872992 -0.872992
41.1 0.764591 -0.977469 0.764591 -0.977469 -0.79598 -0.79598
41.2 0.751038 -0.901841 0.751038 -0.901841 -0.720173 -0.720173
41.3 0.734787 -0.82403 0.734787 -0.82403 -0.64586 -0.64586
41.4 0.716245 -0.744774 0.716245 -0.744774 -0.573289 -0.573289
41.5 0.695772 -0.664362 0.695772 -0.664362 -0.502672 -0.502672
41.6 0.673721 -0.583032 0.673721 -0.583032 -0.434184 -0.434184
41.7 0.650428 -0.500978 0.650428 -0.500978 -0.367966 -0.367966
41.8 0.626218 -0.418348 0.626218 -0.418348 -0.304127 -0.304127
41.9 0.601399 -0.33524 0.601399 -0.33524 -0.242741 -0.242741
42 0.576267 -0.251709 0.576267 -0.251709 -0.183855 -0.183855
42.1 0.551105 -0.167759 0.551105 -0.167759 -0.127486 -0.127486
42.2 0.526181 -0.0833481 0.526181 -0.0833481 -0.0736236 -0.0736236
42.3 0.501751 0.00161345 0.501751 0.00161345 -0.0222311 -0.0222311
42.4 0.47806 0.0872654 0.47806 0.0872654 0.0267533 0.0267533
42.5 0.455339 0.173797 0.455339 0.173797 0.0734151 0.0734151
42.6 0.433812 0.261447 0.433812 0.261447 0.117863 0.117863
42.7 0.413692 0.350508 0.413692 0.350508 0.160226 0.160226
42.8 0.395182 0.441324 0.395182 0.441324 0.200656 0.200656
42.9 0.378482 0.534295 0.378482 0.534295 0.239325 0.239325
43 0.363781 0.629878 0.363781 0.629878 0.276421 0.276421
43.1 0.351269 0.728588 0.351269 0.728588 0.312155 0.312155
43.2 0.341129 0.831004 0.341129 0.831004 0.346756 0.346756
43.3 0.333545 0.93777 0.333545 0.93777 0.380468 0.380468
43.4 0.328658 1.04763 0.328658 1.04763 0.413556 0.413556
43.5 0.326423 1.15558 0.326423 1.15558 0.446288 0.446288
43.6 0.326541 1.25855 0.326541 1.25855 0.478916 0.478916
43.7 0.328643 1.3576 0.328643 1.3576 0.511659 0.511659
43.8 0.332422 1.45319 0.332422 1.45319 0.544698 0.544698
43.9 0.337588 1.54572 0.337588 1.54572 0.578187 0.578187
44 0.343871 1.6355 0.343871 1.6355 0.612251 0.612251
44.1 0.35102 1.72282 0.35102 1.72282 0.646988 0.646988
44.2 0.3588 1.80791 0.3588 1.80791 0.682474 0.682474
44.3 0.366994 1.89092 0.366994 1.89092 0.71876 0.71876
44.4 0.375398 1.97201 0.375398 1.97201 0.755878 0.755878
44.5 0.383823 2.05126 0.383823 2.05126 0.793839 0.793839
44.6 0.392094 2.12873 0.392094 2.12873 0.832636 0.832636
44.7 0.400048 2.20447 0.400048 2.20447 0.872246 0.872246
44.8 0.407536 2.27846 0.407536 2.27846 0.912629 0.912629
44.9 0.414419 2.3507 0.414419 2.3507 0.953732 0.953732
45 0.42057 2.42114 0.42057 2.42114 0.995487 0.995487
45.1 0.425873 2.48973 0.425873 2.48973 1.03782 1.03782
45.2 0.430222 2.55638 0.430222 2.55638 1.08063 1.08063
45.3 0.433523 2.621 0.433523 2.621 1.12382 1.12382
45.4 0.435692 2.6835 0.435692 2.6835 1.1673 1.1673
45.5 0.436653 2.74376 0.436653 2.74376 1.21092 1.21092
45.6 0.436342 2.80167 0.436342 2.80167 1.25458 1.25458
45.7 0.434703 2.85711 0.434703 2.85711 1.29815 1.29815
45.8 0.43169 2.90995 0.43169 2.90995 1.34148 1.34148
45.9 0.427267 2.96006 0.427267 2.96006 1.38444 1.38444
46 0.421405 3.00731 0.421405 3.00731 1.42688 1.42688
46.1 0.414087 3.05158 0.414087 3.05158 1.46867 1.46867
46.2 0.405301 3.09274 0.405301 3.09274 1.50965 1.50965
46.3 0.395047 3.13067 0.395047 3.13067 1.54968 1.54968
46.4 0.38333 3.16526 0.38333 3.16526 1.58861 1.58861
46.5 0.370166 3.1964 0.370166 3.1964 1.6263 1.6263
46.6 0.355578 3.22398 0.355578 3.22398 1.6626 1.6626
46.7 0.339596 3.24792 0.339596 3.24792 1.69737 1.69737
46.8 0.322259 3.26813 0.322259 3.26813 1.73047 1.73047
46.9 0.303611 3.28454 0.303611 3.28454 1.76178 1.76178
47 0.283705 3.29709 0.283705 3.29709 1.79115 1.79115
47.1 0.2626 3.30572 0.2626 3.30572 1.81848 1.81848
47.2 0.240361 3.3104 0.240361 3.3104 1.84364 1.84364
47.3 0.21706 3.3111 0.21706 3.3111 1.86652 1.86652
47.4 0.192773 3.30781 0.192773 3.30781 1.88701 1.88701
47.5 0.167585 3.30054 0.167585 3.30054 1.90504 1.90504
47.6 0.141581 3.2893 0.141581 3.2893 1.92051 1.92051
47.7 0.114855 3.27412 0.114855 3.27412 1.93333 1.93333
47.8 0.087502 3.25505 0.087502 3.25505 1.94346 1.94346
47.9 0.0596235 3.23214 0.0596235 3.23214 1.95082 1.95082
48 0.0313229 3.20547 0.0313229 3.20547 1.95537 1.95537
48.1 0.00270697 3.17513 0.00270697 3.17513 1.95707 1.95707
48.2 -0.0261152 3.14122 -0.0261152 3.14122 1.9559 1.9559
48.3 -0.0550323 3.10386 -0.0550323 3.10386 1.95185 1.95185
48.4 -0.0839313 3.06318 -0.0839313 3.06318 1.9449 1.9449
48.5 -0.112698 3.01933 -0.112698 3.01933 1.93507 1.93507
48.6 -0.141219 2.97246 -0.141219 2.97246 1.92237 1.92237
48.7 -0.169378 2.92275 -0.169378 2.92275 1.90683 1.90683
48.8 -0.197061 2.87038 -0.197061 2.87038 1.88851 1.88851
48.9 -0.224154 2.81553 -0.224154 2.81553 1.86744 1.86744
49 -0.250545 2.75843 -0.250545 2.75843 1.8437 1.8437
49.1 -0.276124 2.69929 -0.276124 2.69929 1.81736 1.81736
49.2 -0.300781 2.63832 -0.300781 2.63832 1.78851 1.78851
49.3 -0.324412 2.57577 -0.324412 2.57577 1.75724 1.75724
49.4 -0.346913 2.51189 -0.346913 2.51189 1.72367 1.72367
49.5 -0.368187 2.44691 -0.368187 2.44691 1.6879 1.6879
49.6 -0.388137 2.38109 -0.388137 2.38109 1.65007 1.65007
49.7 -0.406674 2.3147 -0.406674 2.3147 1.61032 1.61032
49.8 -0.423713 2.24801 -0.423713 2.24801 1.56879 1.56879
49.9 -0.439173 2.18127 -0.439173 2.18127 1.52563 1.52563
50 -0.45298 2.11476 -0.45298 2.11476 1.48101 1.48101
50.1 -0.465066 2.04875 -0.465066 2.04875 1.43509 1.43509
50.2 -0.475368 1.98352 -0.475368 1.98352 1.38806 1.38806
50.3 -0.48383 1.91933 -0.48383 1.91933 1.34008 1.34008
50.4 -0.490405 1.85645 -0.490405 1.85645 1.29135 1.29135
50.5 -0.495051 1.79516 -0.495051 1.79516 1.24207 1.24207
50.6 -0.497734 1.73569 -0.497734 1.73569 1.19241 1.19241
50.7 -0.498429 1.67833 -0.498429 1.67833 1.14258 1.14258
50.8 -0.497115 1.6233 -0.497115 1.6233 1.09279 1.09279
50.9 -0.493783 1.57087 -0.493783 1.57087 1.04323 1.04323
51 -0.48843 1.52124 -0.48843 1.52124 0.994102 0.994102
51.1 -0.481063 1.47466 -0.481063 1.47466 0.94561 0.94561
51.2 -0.471693 1.43134 -0.471693 1.43134 0.897956 0.897956
51.3 -0.460344 1.39146 -0.460344 1.39146 0.851337 0.851337
51.4 -0.447046 1.35523 -0.447046 1.35523 0.805952 0.805952
51.5 -0.431836 1.32282 -0.431836 1.32282 0.761992 0.761992
51.6 -0.41476 1.2944 -0.41476 1.2944 0.719646 0.719646
51.7 -0.395874 1.2701 -0.395874 1.2701 0.6791 0.6791
51.8 -0.375237 1.25006 -0.375237 1.25006 0.640529 0.640529
51.9 -0.352921 1.23439 -0.352921 1.23439 0.604107 0.604107
52 -0.329001 1.2232 -0.329001 1.2232 0.569998 0.569998
52.1 -0.30356 1.21656 -0.30356 1.21656 0.538357 0.538357
52.2 -0.276691 1.21455 -0.276691 1.21455 0.509333 0.509333
52.3 -0.248489 1.21719 -0.248489 1.21719 0.483063 0.483063
52.4 -0.219057 1.22453 -0.219057 1.22453 0.459675 0.459675
52.5 -0.188505 1.23656 -0.188505 1.23656 0.439288 0.439288
52.6 -0.156947 1.25329 -0.156947 1.25329 0.422007 0.422007
52.7 -0.124501 1.27467 -0.124501 1.27467 0.407927 0.407927
52.8 -0.0912931 1.30066 -0.0912931 1.30066 0.397131 0.397131
52.9 -0.0574496 1.3312 -0.0574496 1.3312 0.389689 0.389689
53 -0.0231023 1.36618 -0.0231023 1.36618 0.385657 0.385657
53.1 0.0116143 1.40552 0.0116143 1.40552 0.385079 0.385079
53.2 0.0465629 1.44909 0.0465629 1.44909 0.387986 0.387986
53.3 0.0816046 1.49674 0.0816046 1.49674 0.394394 0.394394
53.4 0.116599 1.54831 0.116599 1.54831 0.404304 0.404304
53.5 0.151403 1.60364 0.151403 1.60364 0.417706 0.417706
53.6 0.185877 1.66252 0.185877 1.66252 0.434573 0.434573
53.7 0.219877 1.72474 0.219877 1.72474 0.454864 0.454864
53.8 0.253264 1.79009 0.253264 1.79009 0.478527 0.478527
53.9 0.285897 1.85833 0.285897 1.85833 0.505491 0.505491
54 0.317639 1.92919 0.317639 1.92919 0.535675 0.535675
54.1 0.348355 2.00242 0.348355 2.00242 0.568984 0.568984
54.2 0.377912 2.07775 0.377912 2.07775 0.605307 0.605307
54.3 0.406182 2.15487 0.406182 2.15487 0.644522 0.644522
54.4 0.43304 2.23351 0.43304 2.23351 0.686495 0.686495
54.5 0.458367 2.31334 0.458367 2.31334 0.731078 0.731078
54.6 0.482048 2.39407 0.482048 2.39407 0.778112 0.778112
54.7 0.503975 2.47536 0.503975 2.47536 0.827428 0.827428
54.8 0.524044 2.55691 0.524044 2.55691 0.878845 0.878845
54.9 0.542161 2.63837 0.542161 2.63837 0.932171 0.932171
55 0.558236 2.71943 0.558236 2.71943 0.987208 0.987208
55.1 0.572188 2.79975 0.572188 2.79975 1.04375 1.04375
55.2 0.583944 2.879 0.583944 2.879 1.10157 1.10157
55.3 0.593439 2.95685 0.593439 2.95685 1.16046 1.16046
55.4 0.600616 3.03298 0.600616 3.03298 1.22018 1.22018
55.5 0.605427 3.10707 0.605427 3.10707 1.2805 1.2805
55.6 0.607835 3.1788 0.607835 3.1788 1.34119 1.34119
55.7 0.60781 3.24786 0.60781 3.24786 1.40199 1.40199
55.8 0.605333 3.31395 0.605333 3.31395 1.46267 1.46267
55.9 0.600394 3.37679 0.600394 3.37679 1.52297 1.52297
56 0.592993 3.43609 0.592993 3.43609 1.58266 1.58266
56.1 0.58314 3.49159 0.58314 3.49159 1.64149 1.64149
56.2 0.570856 3.54302 0.570856 3.54302 1.69921 1.69921
56.3 0.55617 3.59016 0.55617 3.59016 1.75558 1.75558
56.4 0.539123 3.63278 0.539123 3.63278 1.81037 1.81037
56.5 0.519764 3.67066 0.519764 3.67066 1.86333 1.86333
56.6 0.498153 3.70362 0.498153 3.70362 1.91424 1.91424
56.7 0.474358 3.73148 0.474358 3.73148 1.96289 1.96289
56.8 0.448459 3.7541 0.448459 3.7541 2.00905 2.00905
56.9 0.420542 3.77133 0.420542 3.77133 2.05251 2.05251
57 0.390705 3.78307 0.390705 3.78307 2.09309 2.09309
57.1 0.359052 3.78923 0.359052 3.78923 2.1306 2.1306
57.2 0.325697 3.78972 0.325697 3.78972 2.16485 2.16485
57.3 0.29076 3.78452 0.29076 3.78452 2.19568 2.19568
57.4 0.254369 3.77358 0.254369 3.77358 2.22295 2.22295
57.5 0.21666 3.75692 0.21666 3.75692 2.24651 2.24651
57.6 0.177774 3.73455 0.177774 3.73455 2.26625 2.26625
57.7 0.137859 3.70651 0.137859 3.70651 2.28204 2.28204
57.8 0.0970667 3.67288 0.0970667 3.67288 2.29379 2.29379
57.9 0.0555555 3.63374 0.0555555 3.63374 2.30143 2.30143
58 0.013487 3.58921 0.013487 3.58921 2.30488 2.30488
58.1 -0.0289738 3.53942 -0.0289738 3.53942 2.30411 2.30411
58.2 -0.0716586 3.48453 -0.0716586 3.48453 2.29908 2.29908
58.3 -0.114397 3.42473 -0.114397 3.42473 2.28978 2.28978
58.4 -0.157017 3.36021 -0.157017 3.36021 2.27621 2.27621
58.5 -0.199346 3.2912 -0.199346 3.2912 2.25839 2.25839
58.6 -0.241211 3.21794 -0.241211 3.21794 2.23636 2.23636
58.7 -0.282438 3.1407 -0.282438 3.1407 2.21017 2.21017
58.8 -0.322858 3.05974 -0.322858 3.05974 2.1799 2.1799
58.9 -0.362299 2.97537 -0.362299 2.97537 2.14563 2.14563
59 -0.400596 2.8879 -0.400596 2.8879 2.10748 2.10748
59.1 -0.437583 2.79766 -0.437583 2.79766 2.06556 2.06556
59.2 -0.473103 2.70499 -0.473103 2.70499 2.02001 2.02001
59.3 -0.506999 2.61024 -0.506999 2.61024 1.97099 1.97099
59.4 -0.539122 2.51378 -0.539122 2.51378 1.91867 1.91867
59.5 -0.569328 2.41599 -0.569328 2.41599 1.86323 1.86323
59.6 -0.59748 2.31725 -0.59748 2.31725 1.80487 1.80487
59.7 -0.623448 2.21795 -0.623448 2.21795 1.74381 1.74381
59.8 -0.647109 2.11849 -0.647109 2.11849 1.68026 1.68026
59.9 -0.668349 2.01926 -0.668349 2.01926 1.61447 1.61447
60 -0.687064 1.92067 -0.687064 1.92067 1.54668 1.54668
60.1 -0.703157 1.82312 -0.703157 1.82312 1.47714 1.47714
60.2 -0.716543 1.72701 -0.716543 1.72701 1.40614 1.40614
60.3 -0.727145 1.63275 -0.727145 1.63275 1.33393 1.33393
60.4 -0.7349 1.54072 -0.7349 1.54072 1.2608 1.2608
60.5 -0.739752 1.45133 -0.739752 1.45133 1.18705 1.18705
60.6 -0.741658 1.36493 -0.741658 1.36493 1.11295 1.11295
60.7 -0.740588 1.28193 -0.740588 1.28193 1.03881 1.03881
60.8 -0.736521 1.20266 -0.736521 1.20266 0.964935 0.964935
60.9 -0.729451 1.12749 -0.729451 1.12749 0.891611 0.891611
61 -0.719381 1.05674 -0.719381 1.05674 0.819144 0.819144
61.1 -0.706336 0.990364 -0.706336 0.990364 0.747834 0.747834
61.2 -0.690426 0.925883 -0.690426 0.925883 0.677972 0.677972
61.3 -0.671931 0.860237 -0.671931 0.860237 0.609832 0.609832
61.4 -0.651219 0.794233 -0.651219 0.794233 0.543656 0.543656
61.5 -0.628614 0.728211 -0.628614 0.728211 0.479649 0.479649
61.6 -0.604425 0.662473 -0.604425 0.662473 0.417984 0.417984
61.7 -0.578947 0.597287 -0.578947 0.597287 0.358804 0.358804
61.8 -0.552461 0.532884 -0.552461 0.532884 0.302226 0.302226
61.9 -0.52523 0.469464 -0.52523 0.469464 0.248335 0.248335
62 -0.497502 0.40719 -0.497502 0.40719 0.197194 0.197194
62.1 -0.469511 0.346196 -0.469511 0.346196 0.148841 0.148841
62.2 -0.441475 0.286582 -0.441475 0.286582 0.103292 0.103292
62.3 -0.413596 0.228418 -0.413596 0.228418 0.0605394 0.0605394
62.4 -0.386062 0.171743 -0.386062 0.171743 0.0205594 0.0205594
62.5 -0.359046 0.116568 -0.359046 0.116568 -0.0166917 -0.0166917
62.6 -0.332709 0.0628749 -0.332709 0.0628749 -0.0512738 -0.0512738
62.7 -0.307197 0.0106174 -0.307197 0.0106174 -0.0832622 -0.0832622
62.8 -0.282644 -0.0402777 -0.282644 -0.0402777 -0.112746 -0.112746
62.9 -0.259173 -0.0899099 -0.259173 -0.0899099 -0.139828 -0.139828
63 -0.236896 -0.138405 -0.236896 -0.138405 -0.164622 -0.164622
63.1 -0.215913 -0.185916 -0.215913 -0.185916 -0.187251 -0.187251
63.2 -0.196316 -0.232619 -0.196316 -0.232619 -0.207851 -0.207851
63.3 -0.17819 -0.278717 -0.17819 -0.278717 -0.226564 -0.226564
63.4 -0.161609 -0.324438 -0.161609 -0.324438 -0.243541 -0.243541
63.5 -0.146643 -0.370038 -0.146643 -0.370038 -0.25894 -0.25894
63.6 -0.133356 -0.415797 -0.133356 -0.415797 -0.272926 -0.272926
63.7 -0.121807 -0.462022 -0.121807 -0.462022 -0.28567 -0.28567
63.8 -0.112052 -0.509048 -0.112052 -0.509048 -0.297348 -0.297348
63.9 -0.104144 -0.55724 -0.104144 -0.55724 -0.308142 -0.308142
64 -0.098135 -0.606991 -0.098135 -0.606991 -0.31824 -0.31824
64.1 -0.0940771 -0.658728 -0.0940771 -0.658728 -0.327835 -0.327835
64.2 -0.0920231 -0.712911 -0.0920231 -0.712911 -0.337123 -0.337123
64.3 -0.0920282 -0.770035 -0.0920282 -0.770035 -0.346308 -0.346308
64.4 -0.0941512 -0.830634 -0.0941512 -0.830634 -0.3556 -0.3556
64.5 -0.0984553 -0.895284 -0.0984553 -0.895284 -0.365212 -0.365212
64.6 -0.10501 -0.964604 -0.10501 -0.964604 -0.375366 -0.375366
64.7 -0.11386 -1.03771 -0.11386 -1.03771 -0.386291 -0.386291
64.8 -0.124918 -1.11122 -0.124918 -1.11122 -0.398211 -0.398211
64.9 -0.137936 -1.18353 -0.137936 -1.18353 -0.411338 -0.411338
65 -0.15263 -1.25526 -0.15263 -1.25526 -0.425852 -0.425852
65.1 -0.168751 -1.32669 -0.168751 -1.32669 -0.441909 -0.441909
65.2 -0.186059 -1.39805 -0.186059 -1.39805 -0.45964 -0.45964
65.3 -0.204327 -1.46953 -0.204327 -1.46953 -0.479151 -0.479151
65.4 -0.223338 -1.54126 -0.223338 -1.54126 -0.500528 -0.500528
65.5 -0.242883 -1.61333 -0.242883 -1.61333 -0.523835 -0.523835
65.6 -0.262765 -1.68581 -0.262765 -1.68581 -0.549114 -0.549114
65.7 -0.282794 -1.75872 -0.282794 -1.75872 -0.576391 -0.576391
65.8 -0.30279 -1.83205 -0.30279 -1.83205 -0.605671 -0.605671
65.9 -0.32258 -1.90576 -0.32258 -1.90576 -0.636941 -0.636941
66 -0.342 -1.9798 -0.342 -1.9798 -0.670173 -0.670173
66.1 -0.360895 -2.05407 -0.360895 -2.05407 -0.705322 -0.705322
66.2 -0.379117 -2.12846 -0.379117 -2.12846 -0.742328 -0.742328
66.3 -0.396526 -2.20284 -0.396526 -2.20284 -0.781117 -0.781117
66.4 -0.41299 -2.27708 -0.41299 -2.27708 -0.821601 -0.821601
66.5 -0.428386 -2.351 -0.428386 -2.351 -0.863678 -0.863678
66.6 -0.442598 -2.42443 -0.442598 -2.42443 -0.907237 -0.907237
66.7 -0.455519 -2.49719 -0.455519 -2.49719 -0.952154 -0.952154
66.8 -0.467049 -2.56908 -0.467049 -2.56908 -0.998294 -0.998294
66.9 -0.477099 -2.6399 -0.477099 -2.6399 -1.04551 -1.04551
67 -0.485584 -2.70943 -0.485584 -2.70943 -1.09366 -1.09366
67.1 -0.492433 -2.77746 -0.492433 -2.77746 -1.14258 -1.14258
67.2 -0.497579 -2.84377 -0.497579 -2.84377 -1.19209 -1.19209
67.3 -0.500965 -2.90814 -0.500965 -2.90814 -1.24203 -1.24203
67.4 -0.502545 -2.97035 -0.502545 -2.97035 -1.29222 -1.29222
67.5 -0.502279 -3.03019 -0.502279 -3.03019 -1.34248 -1.34248
67.6 -0.500137 -3.08744 -0.500137 -3.08744 -1.39262 -1.39262
67.7 -0.496099 -3.14189 -0.496099 -3.14189 -1.44244 -1.44244
67.8 -0.490151 -3.19333 -0.490151 -3.19333 -1.49177 -1.49177
67.9 -0.482291 -3.24157 -0.482291 -3.24157 -1.54041 -1.54041
68 -0.472524 -3.28642 -0.472524 -3.28642 -1.58817 -1.58817
68.1 -0.460864 -3.32769 -0.460864 -3.32769 -1.63485 -1.63485
68.2 -0.447334 -3.36521 -0.447334 -3.36521 -1.68028 -1.68028
68.3 -0.431966 -3.39884 -0.431966 -3.39884 -1.72426 -1.72426
68.4 -0.4148 -3.42841 -0.4148 -3.42841 -1.76661 -1.76661
68.5 -0.395884 -3.4538 -0.395884 -3.4538 -1.80716 -1.80716
68.6 -0.375275 -3.47488 -0.375275 -3.47488 -1.84573 -1.84573
68.7 -0.353036 -3.49156 -0.353036 -3.49156 -1.88216 -1.88216
68.8 -0.32924 -3.50374 -0.32924 -3.50374 -1.91629 -1.91629
68.9 -0.303965 -3.51135 -0.303965 -3.51135 -1.94796 -1.94796
69 -0.277298 -3.51433 -0.277298 -3.51433 -1.97703 -1.97703
69.1 -0.249331 -3.51265 -0.249331 -3.51265 -2.00338 -2.00338
69.2 -0.220164 -3.50628 -0.220164 -3.50628 -2.02686 -2.02686
69.3 -0.189902 -3.49522 -0.189902 -3.49522 -2.04737 -2.04737
69.4 -0.158656 -3.47948 -0.158656 -3.47948 -2.06481 -2.06481
69.5 -0.126541 -3.4591 -0.126541 -3.4591 -2.07908 -2.07908
69.6 -0.0936776 -3.43413 -0.0936776 -3.43413 -2.09009 -2.09009
69.7 -0.0601906 -3.40463 -0.0601906 -3.40463 -2.09779 -2.09779
69.8 -0.0262083 -3.37069 -0.0262083 -3.37069 -2.10212 -2.10212
69.9 0.00813771 -3.33242 0.00813771 -3.33242 -2.10302 -2.10302
70 0.0427133 -3.28995 0.0427133 -3.28995 -2.10048 -2.10048
70.1 0.0773821 -3.24341 0.0773821 -3.24341 -2.09448 -2.09448
70.2 0.112006 -3.19296 0.112006 -3.19296 -2.08501 -2.08501
70.3 0.146446 -3.13878 0.146446 -3.13878 -2.07209 -2.07209
70.4 0.180564 -3.08106 0.180564 -3.08106 -2.05573 -2.05573
70.5 0.214218 -3.02 0.214218 -3.02 -2.03599 -2.03599
70.6 0.247271 -2.95583 0.247271 -2.95583 -2.01291 -2.01291
70.7 0.279586 -2.88878 0.279586 -2.88878 -1.98656 -1.98656
70.8 0.311026 -2.81911 0.311026 -2.81911 -1.95702 -1.95702
70.9 0.341459 -2.74707 0.341459 -2.74707 -1.92439 -1.92439
71 0.370753 -2.67294 0.370753 -2.67294 -1.88877 -1.88877
71.1 0.398783 -2.59699 0.398783 -2.59699 -1.85028 -1.85028
71.2 0.425425 -2.51954 0.425425 -2.51954 -1.80906 -1.80906
71.3 0.450561 -2.44086 0.450561 -2.44086 -1.76525 -1.76525
71.4 0.474078 -2.36128 0.474078 -2.36128 -1.719 -1.719
71.5 0.495869 -2.28111 0.495869 -2.28111 -1.67049 -1.67049
71.6 0.515831 -2.20066 0.515831 -2.20066 -1.61989 -1.61989
71.7 0.53387 -2.12027 0.53387 -2.12027 -1.56739 -1.56739
71.8 0.549898 -2.04025 0.549898 -2.04025 -1.51319 -1.51319
71.9 0.563835 -1.96094 0.563835 -1.96094 -1.45748 -1.45748
72 0.575607 -1.88265 0.575607 -1.88265 -1.40049 -1.40049
72.1 0.58515 -1.80571 0.58515 -1.80571 -1.34243 -1.34243
72.2 0.592407 -1.73046 0.592407 -1.73046 -1.28354 -1.28354
72.3 0.597332 -1.65719 0.597332 -1.65719 -1.22403 -1.22403
72.4 0.599885 -1.58623 0.599885 -1.58623 -1.16415 -1.16415
72.5 0.600038 -1.51787 0.600038 -1.51787 -1.10413 -1.10413
72.6 0.59777 -1.45243 0.59777 -1.45243 -1.04422 -1.04422
72.7 0.593071 -1.39017 0.593071 -1.39017 -0.984662 -0.984662
72.8 0.585942 -1.33139 0.585942 -1.33139 -0.925691 -0.925691
72.9 0.576391 -1.27634 0.576391 -1.27634 -0.867554 -0.867554
73 0.564437 -1.22529 0.564437 -1.22529 -0.810492 -0.810492
73.1 0.550109 -1.17846 0.550109 -1.17846 -0.754745 -0.754745
73.2 0.533447 -1.13607 0.533447 -1.13607 -0.700548 -0.700548
73.3 0.514498 -1.09835 0.514498 -1.09835 -0.648132 -0.648132
73.4 0.493322 -1.06547 0.493322 -1.06547 -0.597722 -0.597722
73.5 0.469984 -1.03761 0.469984 -1.03761 -0.549539 -0.549539
73.6 0.444563 -1.01492 0.444563 -1.01492 -0.503794 -0.503794
73.7 0.417147 -0.997429 0.417147 -0.997429 -0.460692 -0.460692
73.8 0.387846 -0.984691 0.387846 -0.984691 -0.420427 -0.420427
73.9 0.35681 -0.976369 0.35681 -0.976369 -0.383179 -0.383179
74 0.32419 -0.973125 0.32419 -0.973125 -0.349116 -0.349116
74.1 0.29011 -0.975519 0.29011 -0.975519 -0.318389 -0.318389
74.2 0.254673 -0.984121 0.254673 -0.984121 -0.291138 -0.291138
74.3 0.21796 -0.999518 0.21796 -0.999518 -0.267496 -0.267496
74.4 0.180049 -1.02143 0.180049 -1.02143 -0.247586 -0.247586
74.5 0.141062 -1.04878 0.141062 -1.04878 -0.231521 -0.231521
74.6 0.101159 -1.08159 0.101159 -1.08159 -0.219402 -0.219402
74.7 0.0604959 -1.1198 0.0604959 -1.1198 -0.211313 -0.211313
