t 1 2 3 4 5 jL0300 
889.4 0.421858 -2.81356 0.32955 -0.847234 -2.07015 -0.280958
889.5 0.457841 -2.72283 0.295193 -0.841466 -2.02616 -0.249712
889.6 0.492231 -2.62987 0.259874 -0.841451 -1.97864 -0.221951
889.7 0.524878 -2.53505 0.223678 -0.847679 -1.92777 -0.197766
889.8 0.555641 -2.43873 0.186669 -0.860659 -1.87373 -0.177242
889.9 0.584383 -2.34131 0.14889 -0.880916 -1.81671 -0.160457
890 0.610974 -2.24318 0.110361 -0.909003 -1.75692 -0.147489
890.1 0.635292 -2.14472 0.0710795 -0.945502 -1.69459 -0.13841
890.2 0.657223 -2.04636 0.0310198 -0.991031 -1.62994 -0.133299
890.3 0.67666 -1.94848 -0.00982836 -1.04441 -1.56323 -0.132233
890.4 0.693509 -1.85148 -0.0513613 -1.10272 -1.4947 -0.135286
890.5 0.70768 -1.75579 -0.0933711 -1.16557 -1.42462 -0.142519
890.6 0.719097 -1.66178 -0.135655 -1.23293 -1.35326 -0.153968
890.7 0.727693 -1.56986 -0.178015 -1.30465 -1.28089 -0.169651
890.8 0.733411 -1.48043 -0.220253 -1.38054 -1.20781 -0.189565
890.9 0.736207 -1.39386 -0.262172 -1.46041 -1.13431 -0.213689
891 0.736047 -1.31052 -0.303581 -1.54402 -1.06067 -0.241981
891.1 0.732909 -1.23079 -0.344286 -1.63112 -0.987199 -0.27438
891.2 0.726781 -1.15502 -0.384099 -1.72145 -0.91419 -0.310807
891.3 0.717666 -1.08354 -0.422837 -1.8147 -0.841942 -0.351163
891.4 0.705577 -1.01668 -0.46032 -1.91058 -0.770755 -0.395331
891.5 0.690579 -0.952877 -0.496373 -2.00874 -0.700923 -0.443178
891.6 0.672888 -0.888823 -0.530827 -2.10886 -0.632728 -0.494551
891.7 0.652849 -0.82424 -0.563519 -2.21056 -0.566421 -0.549283
891.8 0.630794 -0.759613 -0.594293 -2.31348 -0.502222 -0.607189
891.9 0.607035 -0.695265 -0.623 -2.41724 -0.440317 -0.668071
892 0.581868 -0.631484 -0.649501 -2.52145 -0.38086 -0.731715
892.1 0.555575 -0.568523 -0.673663 -2.62571 -0.323978 -0.797892
892.2 0.528422 -0.506604 -0.695363 -2.72963 -0.269771 -0.866364
892.3 0.500659 -0.445915 -0.714488 -2.83279 -0.218312 -0.936878
892.4 0.47252 -0.386613 -0.730935 -2.9348 -0.16965 -1.00917
892.5 0.444223 -0.328823 -0.744611 -3.03523 -0.123812 -1.08297
892.6 0.415973 -0.272644 -0.755434 -3.1337 -0.0808021 -1.158
892.7 0.387956 -0.218143 -0.763334 -3.22979 -0.0406076 -1.23396
892.8 0.360348 -0.165361 -0.768252 -3.3231 -0.00319577 -1.31057
892.9 0.333307 -0.114311 -0.77014 -3.41326 0.0314823 -1.38751
893 0.306979 -0.0649819 -0.768965 -3.49988 0.0634907 -1.46449
893.1 0.281496 -0.0173365 -0.764702 -3.58258 0.0929074 -1.5412
893.2 0.256979 0.0286863 -0.757343 -3.66101 0.119823 -1.61733
893.3 0.233534 0.0731712 -0.74689 -3.73483 0.14434 -1.69257
893.4 0.21126 0.116225 -0.733358 -3.8037 0.16657 -1.7666
893.5 0.190243 0.157979 -0.716775 -3.86731 0.186635 -1.83914
893.6 0.17056 0.198582 -0.697183 -3.92538 0.204664 -1.90986
893.7 0.152281 0.238209 -0.674635 -3.97762 0.220794 -1.97847
893.8 0.135465 0.277053 -0.649196 -4.02377 0.235169 -2.04469
893.9 0.120167 0.315329 -0.620945 -4.06362 0.247938 -2.10822
894 0.106436 0.353275 -0.589972 -4.09694 0.259255 -2.16879
894.1 0.0943127 0.391148 -0.556379 -4.12357 0.269279 -2.22613
894.2 0.0838377 0.429228 -0.52028 -4.14332 0.278173 -2.27998
894.3 0.0750464 0.467819 -0.4818 -4.15609 0.286103 -2.33011
894.4 0.0679725 0.507247 -0.441074 -4.16175 0.29324 -2.37627
894.5 0.0626486 0.547862 -0.398247 -4.16023 0.299756 -2.41825
894.6 0.0591074 0.590043 -0.353475 -4.15148 0.305829 -2.45585
894.7 0.0573823 0.634192 -0.306923 -4.13548 0.311639 -2.48889
894.8 0.057509 0.680743 -0.258763 -4.11224 0.317368 -2.51719
894.9 0.0595262 0.730163 -0.209177 -4.08179 0.323204 -2.5406
895 0.0634772 0.782949 -0.158352 -4.0442 0.329338 -2.55898
895.1 0.0694103 0.839638 -0.106484 -3.99957 0.335966 -2.57223
895.2 0.0773809 0.900805 -0.0537726 -3.94802 0.343288 -2.58025
895.3 0.0874522 0.96707 -0.000423651 -3.8897 0.351512 -2.58297
895.4 0.0996633 1.03755 0.053353 -3.82479 0.36085 -2.58032
895.5 0.113927 1.10896 0.107344 -3.75351 0.371513 -2.57229
895.6 0.130001 1.17978 0.161333 -3.67609 0.383694 -2.55886
895.7 0.147611 1.25059 0.215104 -3.59279 0.397562 -2.54003
895.8 0.166513 1.32161 0.268437 -3.50391 0.413257 -2.51585
895.9 0.186473 1.39302 0.321113 -3.40975 0.430898 -2.48637
896 0.207266 1.46499 0.372916 -3.31066 0.450578 -2.45166
896.1 0.228679 1.53759 0.423629 -3.207 0.47237 -2.41183
896.2 0.250506 1.61089 0.47304 -3.09914 0.496326 -2.36698
896.3 0.272549 1.68492 0.520937 -2.9875 0.522477 -2.31727
896.4 0.29462 1.75966 0.567117 -2.87248 0.550835 -2.26285
896.5 0.316539 1.83509 0.611379 -2.75454 0.581394 -2.20391
896.6 0.338133 1.91112 0.65353 -2.63411 0.61413 -2.14065
896.7 0.359238 1.98767 0.693381 -2.51167 0.649003 -2.07328
896.8 0.379696 2.06462 0.730755 -2.38769 0.685955 -2.00206
896.9 0.39936 2.14184 0.765481 -2.26266 0.724914 -1.92722
897 0.418087 2.21917 0.797396 -2.13709 0.765795 -1.84906
897.1 0.435746 2.29644 0.826351 -2.01146 0.808495 -1.76784
897.2 0.452212 2.37347 0.852204 -1.88629 0.852903 -1.68389
897.3 0.467367 2.45005 0.874826 -1.76208 0.898893 -1.59751
897.4 0.481103 2.52598 0.894101 -1.63935 0.946328 -1.50904
897.5 0.49332 2.60104 0.909923 -1.5186 0.995062 -1.41881
897.6 0.503927 2.67499 0.922201 -1.40034 1.04494 -1.32717
897.7 0.51284 2.74762 0.930857 -1.28505 1.09579 -1.23449
897.8 0.519987 2.81869 0.935827 -1.17324 1.14745 -1.14112
897.9 0.5253 2.88795 0.937061 -1.06538 1.19973 -1.04745
898 0.528725 2.95518 0.934559 -0.960359 1.25244 -0.953836
898.1 0.530214 3.02013 0.928495 -0.853503 1.30541 -0.860653
898.2 0.52973 3.08256 0.919302 -0.741301 1.35842 -0.768237
898.3 0.527242 3.14226 0.907502 -0.624469 1.41128 -0.676875
898.4 0.522734 3.19899 0.893575 -0.503156 1.4638 -0.586804
898.5 0.516193 3.25254 0.877993 -0.377434 1.51576 -0.498212
898.6 0.507619 3.30269 0.861218 -0.247298 1.56697 -0.411241
898.7 0.497021 3.34924 0.843704 -0.112662 1.61722 -0.325989
898.8 0.484417 3.392 0.825891 0.0266419 1.66631 -0.242507
898.9 0.469832 3.43079 0.808216 0.170869 1.71404 -0.160803
899 0.453303 3.46544 0.791103 0.320363 1.76021 -0.0808413
899.1 0.434874 3.4958 0.77497 0.475563 1.80464 -0.00254577
899.2 0.414599 3.52173 0.760231 0.637003 1.84712 0.0742027
899.3 0.392538 3.54309 0.747294 0.805324 1.8875 0.149564
899.4 0.368762 3.55979 0.736562 0.98127 1.92558 0.223738
899.5 0.343349 3.57173 0.728298 1.15912 1.96119 0.296961
899.6 0.316383 3.57883 0.722307 1.32845 1.99419 0.369472
899.7 0.287958 3.58104 0.718062 1.49002 2.02442 0.441476
899.8 0.258173 3.57832 0.715139 1.64455 2.05174 0.513125
899.9 0.227135 3.57064 0.71315 1.79251 2.07602 0.584532
900 0.194957 3.55801 0.711739 1.93429 2.09713 0.655771
900.1 0.161755 3.54044 0.710584 2.07019 2.11498 0.726885
900.2 0.127655 3.51797 0.709388 2.20048 2.12945 0.797884
900.3 0.0927843 3.49067 0.707881 2.32535 2.14048 0.86875
900.4 0.0572757 3.45859 0.705822 2.44493 2.14799 0.93944
900.5 0.0212658 3.42184 0.70299 2.55934 2.15192 1.00989
900.6 -0.0151056 3.38054 0.69919 2.66863 2.15223 1.08
900.7 -0.0516959 3.33482 0.694246 2.77283 2.14889 1.14969
900.8 -0.0883605 3.28482 0.688005 2.87194 2.14189 1.21881
900.9 -0.124953 3.23073 0.680332 2.96593 2.13123 1.28724
901 -0.161326 3.17273 0.671113 3.05477 2.11691 1.35482
901.1 -0.197333 3.11101 0.660251 3.1384 2.09897 1.4214
901.2 -0.232825 3.04582 0.647667 3.21673 2.07746 1.48681
901.3 -0.267657 2.97737 0.633299 3.28969 2.05243 1.55088
901.4 -0.301682 2.90593 0.617101 3.3572 2.02396 1.61341
901.5 -0.334758 2.83176 0.599042 3.41916 1.99213 1.67424
901.6 -0.366744 2.75513 0.579107 3.47549 1.95704 1.73316
901.7 -0.397503 2.67635 0.557295 3.52609 1.91882 1.78999
901.8 -0.426902 2.5957 0.53362 3.57089 1.87759 1.84456
901.9 -0.454811 2.51351 0.508109 3.6098 1.83349 1.89666
902 -0.481105 2.43009 0.480799 3.64277 1.78668 1.94612
902.1 -0.505668 2.34577 0.451744 3.66973 1.73733 1.99276
902.2 -0.528384 2.26088 0.421007 3.69064 1.68561 2.03641
902.3 -0.54915 2.17576 0.388662 3.70546 1.63172 2.07691
902.4 -0.567864 2.09076 0.354793 3.71419 1.57585 2.11409
902.5 -0.584436 2.00622 0.319497 3.71681 1.51822 2.14782
902.6 -0.598781 1.92248 0.282878 3.71333 1.45904 2.17795
902.7 -0.610824 1.83989 0.245048 3.70381 1.39854 2.20436
902.8 -0.620499 1.75879 0.206129 3.68827 1.33695 2.22692
902.9 -0.627746 1.67952 0.166249 3.6668 1.27452 2.24555
903 -0.632519 1.60242 0.125545 3.63949 1.21149 2.26015
903.1 -0.634776 1.52782 0.0841567 3.60643 1.1481 2.27064
903.2 -0.63449 1.45602 0.0422324 3.56776 1.08462 2.27696
903.3 -0.631642 1.38736 -7.64401e-05 3.52362 1.02129 2.27907
903.4 -0.626221 1.32213 -0.0426141 3.47418 0.958374 2.27694
903.5 -0.61823 1.26062 -0.0852215 3.41964 0.89613 2.27055
903.6 -0.60768 1.20311 -0.127737 3.36019 0.834814 2.2599
903.7 -0.594593 1.14986 -0.169997 3.29606 0.774679 2.24501
903.8 -0.579002 1.10113 -0.211837 3.22749 0.715978 2.22592
903.9 -0.56095 1.05714 -0.253091 3.15474 0.65896 2.20267
904 -0.540489 1.01812 -0.293595 3.0781 0.603868 2.17533
904.1 -0.517697 0.983604 -0.333186 2.99786 0.550939 2.14398
904.2 -0.492717 0.952159 -0.371702 2.91431 0.5004 2.10873
904.3 -0.465764 0.923292 -0.408983 2.8278 0.45246 2.06968
904.4 -0.437058 0.897623 -0.444873 2.73866 0.407304 2.02698
904.5 -0.406792 0.875624 -0.47922 2.64722 0.365099 1.98076
904.6 -0.37514 0.857766 -0.511877 2.55387 0.325991 1.93119
904.7 -0.342257 0.844514 -0.542702 2.45896 0.290111 1.87845
904.8 -0.308278 0.836338 -0.571558 2.36288 0.257575 1.82272
904.9 -0.273319 0.833711 -0.598316 2.266 0.228487 1.76421
905 -0.237472 0.837115 -0.622853 2.16873 0.20294 1.70313
905.1 -0.200811 0.847047 -0.645055 2.07145 0.181019 1.63971
905.2 -0.163387 0.86402 -0.664814 1.97456 0.162802 1.5742
905.3 -0.125228 0.88857 -0.682035 1.87847 0.148366 1.50684
905.4 -0.0863408 0.921261 -0.696628 1.78357 0.137781 1.43788
905.5 -0.0467093 0.962692 -0.708514 1.69026 0.131122 1.3676
905.6 -0.00630477 1.01296 -0.717626 1.59892 0.128465 1.29627
905.7 0.0348496 1.07003 -0.723905 1.50995 0.129886 1.22417
905.8 0.076601 1.13142 -0.727304 1.42373 0.135454 1.15159
905.9 0.118727 1.19734 -0.727788 1.34064 0.145217 1.07881
906 0.16103 1.26766 -0.725331 1.26102 0.159203 1.00613
906.1 0.203308 1.3422 -0.719922 1.18524 0.177421 0.93384
906.2 0.245364 1.42079 -0.711559 1.11363 0.199856 0.862241
906.3 0.287001 1.5032 -0.700252 1.04652 0.226478 0.791626
906.4 0.328026 1.58921 -0.686038 0.983565 0.257234 0.722288
906.5 0.368247 1.67853 -0.669046 0.922249 0.292054 0.65451
906.6 0.407478 1.77091 -0.649563 0.860214 0.330849 0.588559
906.7 0.445536 1.86602 -0.627937 0.798195 0.373509 0.524666
906.8 0.482243 1.96356 -0.604477 0.736541 0.41991 0.46303
906.9 0.517426 2.06318 -0.579478 0.675569 0.469906 0.403819
907 0.550919 2.16455 -0.55322 0.615562 0.523337 0.347174
907.1 0.582563 2.26728 -0.525967 0.556771 0.580027 0.293206
907.2 0.612204 2.37101 -0.497968 0.49942 0.639782 0.242003
907.3 0.639698 2.47535 -0.469453 0.443702 0.702395 0.193628
907.4 0.664909 2.57992 -0.44064 0.389781 0.767644 0.148121
907.5 0.687709 2.6843 -0.411727 0.337795 0.835295 0.105502
907.6 0.70798 2.78809 -0.3829 0.287858 0.905101 0.0657712
907.7 0.725614 2.8909 -0.354328 0.240057 0.976802 0.0289119
907.8 0.740514 2.9923 -0.326164 0.194458 1.05013 -0.0051093
907.9 0.752592 3.0919 -0.298547 0.151105 1.12481 -0.0363402
908 0.761773 3.18929 -0.271602 0.110019 1.20055 -0.0648421
908.1 0.767991 3.28408 -0.245441 0.0712043 1.27707 -0.0906877
908.2 0.771196 3.37586 -0.220163 0.0346465 1.35405 -0.113961
908.3 0.771346 3.46425 -0.195853 0.000313779 1.4312 -0.134753
908.4 0.768413 3.54889 -0.172585 -0.0318414 1.50822 -0.153167
908.5 0.762382 3.62939 -0.150423 -0.0618812 1.58478 -0.169308
908.6 0.753249 3.70542 -0.129418 -0.0898813 1.66059 -0.18329
908.7 0.741025 3.77663 -0.109615 -0.11593 1.73533 -0.195232
908.8 0.725732 3.84271 -0.091046 -0.140129 1.80869 -0.205255
908.9 0.707405 3.90336 -0.0737371 -0.162588 1.88037 -0.213483
909 0.686092 3.95828 -0.0577062 -0.183428 1.95007 -0.220045
909.1 0.661854 4.00721 -0.0429641 -0.202782 2.0175 -0.225067
909.2 0.634764 4.04993 -0.0295158 -0.220789 2.08235 -0.228681
909.3 0.604906 4.08619 -0.0173605 -0.237596 2.14436 -0.231014
909.4 0.572379 4.11582 -0.00649288 -0.253361 2.20324 -0.232196
909.5 0.53729 4.13863 0.00309653 -0.268248 2.25875 -0.232355
909.6 0.49976 4.15449 0.0114205 -0.282427 2.31062 -0.231618
909.7 0.459921 4.16328 0.0184946 -0.296078 2.35862 -0.230112
909.8 0.417912 4.1649 0.0243363 -0.309388 2.40253 -0.22796
909.9 0.373887 4.1593 0.0289643 -0.32255 2.44214 -0.225285
910 0.328005 4.14645 0.0323984 -0.335765 2.47725 -0.222207
910.1 0.280436 4.12632 0.0346582 -0.349245 2.50769 -0.218845
910.2 0.231359 4.09896 0.0357627 -0.363206 2.53329 -0.215314
910.3 0.180958 4.06442 0.0357298 -0.377878 2.55392 -0.21173
910.4 0.129426 4.02277 0.0345758 -0.393499 2.56944 -0.208205
910.5 0.0769621 3.97413 0.0323142 -0.410317 2.57977 -0.204851
910.6 0.0237689 3.91863 0.028956 -0.428595 2.58481 -0.201779
910.7 -0.0299445 3.85646 0.0245082 -0.448606 2.58451 -0.199097
910.8 -0.0839661 3.78781 0.0189736 -0.470641 2.57882 -0.196913
910.9 -0.13808 3.7129 0.0123505 -0.495007 2.56772 -0.195338
911 -0.19207 3.63198 0.00463124 -0.522029 2.55121 -0.19448
911.1 -0.245717 3.54534 -0.00419759 -0.552051 2.52931 -0.194449
911.2 -0.298801 3.45328 -0.0141563 -0.585443 2.50208 -0.195357
911.3 -0.351105 3.35612 -0.0252728 -0.622597 2.46958 -0.197319
911.4 -0.402412 3.25423 -0.0375829 -0.663937 2.4319 -0.200452
911.5 -0.452505 3.14796 -0.0511318 -0.709915 2.38914 -0.204877
911.6 -0.501174 3.03772 -0.0659739 -0.76102 2.34145 -0.210722
911.7 -0.548211 2.92392 -0.0821747 -0.817779 2.28896 -0.218118
911.8 -0.593414 2.80698 -0.099811 -0.88076 2.23187 -0.227205
911.9 -0.636584 2.68737 -0.118972 -0.950582 2.17035 -0.238132
912 -0.677533 2.56553 -0.139737 -1.0268 2.10463 -0.251054
912.1 -0.716076 2.44194 -0.162076 -1.10613 2.03493 -0.266131
912.2 -0.752039 2.31709 -0.185776 -1.18572 1.9615 -0.283512
912.3 -0.785257 2.19146 -0.210549 -1.26617 1.88461 -0.30332
912.4 -0.815573 2.06557 -0.23615 -1.34761 1.80454 -0.325648
912.5 -0.842842 1.93991 -0.262338 -1.4301 1.7216 -0.350567
912.6 -0.866929 1.815 -0.288885 -1.51369 1.63608 -0.378125
912.7 -0.887712 1.69135 -0.315569 -1.59838 1.54832 -0.408347
912.8 -0.90508 1.56946 -0.342179 -1.68412 1.45866 -0.441235
912.9 -0.918937 1.44983 -0.368513 -1.77084 1.36743 -0.476772
913 -0.929197 1.33298 -0.394375 -1.85844 1.27499 -0.51492
913.1 -0.93579 1.2194 -0.419581 -1.9468 1.18171 -0.555624
913.2 -0.938662 1.10956 -0.443953 -2.03575 1.08796 -0.598807
913.3 -0.937769 1.00395 -0.467324 -2.12513 0.994103 -0.644379
913.4 -0.933172 0.899006 -0.489532 -2.21473 0.900525 -0.692232
913.5 -0.925219 0.788532 -0.510429 -2.30434 0.807578 -0.742241
913.6 -0.914453 0.673297 -0.529872 -2.39373 0.71557 -0.794268
913.7 -0.901361 0.553508 -0.547729 -2.48265 0.62476 -0.848161
913.8 -0.886418 0.42927 -0.563877 -2.57085 0.535356 -0.903756
913.9 -0.870092 0.300608 -0.578203 -2.65807 0.447519 -0.960875
914 -0.85284 0.167469 -0.590603 -2.74403 0.361365 -1.01933
914.1 -0.835111 0.0297185 -0.600984 -2.82845 0.276963 -1.07893
914.2 -0.817342 -0.112865 -0.609262 -2.91105 0.19434 -1.13946
914.3 -0.799965 -0.26059 -0.615364 -2.99155 0.113478 -1.20071
914.4 -0.783401 -0.413857 -0.619227 -3.06966 0.0343165 -1.26246
914.5 -0.768066 -0.573165 -0.620799 -3.14511 -0.0432465 -1.32448
914.6 -0.754371 -0.739112 -0.620037 -3.21761 -0.119355 -1.38654
914.7 -0.742724 -0.912401 -0.616912 -3.28689 -0.194192 -1.4484
914.8 -0.733449 -1.09012 -0.611403 -3.35268 -0.267981 -1.50984
914.9 -0.726542 -1.26354 -0.6035 -3.41474 -0.340961 -1.5706
915 -0.721598 -1.42835 -0.593205 -3.4728 -0.413352 -1.63046
915.1 -0.718133 -1.58588 -0.580529 -3.52662 -0.485326 -1.68917
915.2 -0.715749 -1.73665 -0.565497 -3.576 -0.557011 -1.74649
915.3 -0.714079 -1.88106 -0.54814 -3.6207 -0.628496 -1.80219
915.4 -0.712786 -2.01947 -0.528504 -3.66054 -0.699837 -1.85604
915.5 -0.711562 -2.15215 -0.506641 -3.69534 -0.771053 -1.90782
915.6 -0.710129 -2.27931 -0.482617 -3.72493 -0.84214 -1.9573
915.7 -0.708233 -2.40112 -0.456505 -3.74916 -0.913062 -2.00427
915.8 -0.705645 -2.51769 -0.428389 -3.76791 -0.983761 -2.04853
915.9 -0.70216 -2.62911 -0.398361 -3.78108 -1.05416 -2.08988
916 -0.697595 -2.73542 -0.366524 -3.78857 -1.12416 -2.12814
916.1 -0.691787 -2.83661 -0.332987 -3.79032 -1.19364 -2.16313
916.2 -0.684596 -2.93269 -0.297868 -3.78629 -1.26247 -2.19469
916.3 -0.675899 -3.02361 -0.261295 -3.77645 -1.3305 -2.22266
916.4 -0.665593 -3.10932 -0.223399 -3.76081 -1.39759 -2.24691
916.5 -0.653591 -3.18975 -0.184321 -3.73939 -1.46356 -2.2673
916.6 -0.639825 -3.26482 -0.144206 -3.71223 -1.52825 -2.28374
916.7 -0.624243 -3.33446 -0.103207 -3.67941 -1.59147 -2.29611
916.8 -0.606809 -3.39857 -0.0614789 -3.64101 -1.65304 -2.30435
916.9 -0.587502 -3.45706 -0.0191832 -3.59715 -1.71277 -2.30839
917 -0.566316 -3.50985 0.0235155 -3.54798 -1.77047 -2.30818
917.1 -0.543259 -3.55685 0.0664496 -3.49364 -1.82597 -2.30368
917.2 -0.518353 -3.59798 0.109449 -3.43432 -1.87907 -2.29489
917.3 -0.491633 -3.63318 0.152342 -3.37022 -1.92958 -2.2818
917.4 -0.463145 -3.66237 0.194955 -3.30156 -1.97733 -2.26443
917.5 -0.432949 -3.68551 0.237116 -3.2286 -2.02215 -2.24282
917.6 -0.401116 -3.70257 0.278651 -3.15158 -2.06387 -2.21703
917.7 -0.367727 -3.71352 0.319388 -3.07079 -2.10232 -2.18712
917.8 -0.332873 -3.71836 0.359158 -2.98653 -2.13737 -2.15319
917.9 -0.296656 -3.71708 0.397793 -2.89911 -2.16885 -2.11533
918 -0.259186 -3.70973 0.435128 -2.80885 -2.19666 -2.07367
918.1 -0.220582 -3.69634 0.471003 -2.71612 -2.22065 -2.02835
918.2 -0.180969 -3.67698 0.505262 -2.62124 -2.24074 -1.97953
918.3 -0.14048 -3.65172 0.537754 -2.52461 -2.25682 -1.92736
918.4 -0.0992565 -3.62067 0.568334 -2.42658 -2.26881 -1.87204
918.5 -0.0574425 -3.58395 0.596864 -2.32755 -2.27665 -1.81376
918.6 -0.0151887 -3.5417 0.623212 -2.22791 -2.28029 -1.75274
918.7 0.0273504 -3.49409 0.647255 -2.12805 -2.27968 -1.6892
918.8 0.0700165 -3.44128 0.668878 -2.02839 -2.27482 -1.62337
918.9 0.112649 -3.38349 0.687974 -1.92931 -2.26568 -1.55551
919 0.155084 -3.32092 0.704446 -1.83124 -2.25229 -1.48587
919.1 0.197157 -3.25383 0.718206 -1.73456 -2.23468 -1.41471
919.2 0.238703 -3.18245 0.729179 -1.63969 -2.21288 -1.34232
919.3 0.279557 -3.10706 0.737296 -1.54702 -2.18696 -1.26897
919.4 0.319554 -3.02796 0.742503 -1.45694 -2.157 -1.19496
919.5 0.358533 -2.94545 0.744756 -1.36984 -2.12309 -1.12057
919.6 0.396331 -2.85984 0.744021 -1.28609 -2.08533 -1.04611
919.7 0.432793 -2.77147 0.740277 -1.20606 -2.04387 -0.971866
919.8 0.467763 -2.68069 0.733517 -1.1301 -1.99883 -0.898151
919.9 0.501093 -2.58785 0.723742 -1.05855 -1.95037 -0.825263
920 0.532638 -2.49332 0.710975 -0.991389 -1.89867 -0.753502
920.1 0.56226 -2.39747 0.695323 -0.926148 -1.84391 -0.683163
920.2 0.589826 -2.3007 0.677066 -0.859642 -1.78629 -0.614522
920.3 0.615211 -2.20338 0.656577 -0.792687 -1.72602 -0.547821
920.4 0.638298 -2.10592 0.634182 -0.725622 -1.66332 -0.483267
920.5 0.658977 -2.0087 0.610194 -0.658745 -1.59844 -0.421035
920.6 0.677146 -1.91214 0.584912 -0.592319 -1.53161 -0.361269
920.7 0.692714 -1.81663 0.55862 -0.526572 -1.4631 -0.304084
920.8 0.705599 -1.72256 0.531584 -0.461695 -1.39316 -0.249568
920.9 0.715729 -1.63033 0.504058 -0.397847 -1.32207 -0.197781
921 0.723041 -1.54034 0.476278 -0.335151 -1.25011 -0.148763
921.1 0.727485 -1.45297 0.448467 -0.2737 -1.17756 -0.102525
921.2 0.729021 -1.36858 0.420831 -0.213552 -1.10471 -0.0590616
921.3 0.727619 -1.28756 0.393563 -0.154734 -1.03185 -0.018345
921.4 0.723264 -1.21025 0.366841 -0.097244 -0.959282 0.0196706
921.5 0.715949 -1.137 0.340829 -0.0410482 -0.887296 0.0550482
921.6 0.705681 -1.06814 0.315681 0.0139161 -0.81619 0.0878665
921.7 0.692479 -1.00398 0.291535 0.0677411 -0.746258 0.118219
921.8 0.67642 -0.942544 0.26852 0.120547 -0.677789 0.146212
921.9 0.657753 -0.880351 0.246753 0.172484 -0.611059 0.171965
922 0.636832 -0.818 0.226342 0.223728 -0.546311 0.195609
922.1 0.613976 -0.755881 0.207387 0.274486 -0.483754 0.217283
922.2 0.589484 -0.694319 0.189977 0.324991 -0.423567 0.237139
922.3 0.563644 -0.633607 0.174198 0.375506 -0.3659 0.255334
922.4 0.536724 -0.574006 0.160126 0.426323 -0.310872 0.272036
922.5 0.50898 -0.515747 0.147834 0.477764 -0.25858 0.287419
922.6 0.48065 -0.459029 0.137394 0.530182 -0.209094 0.301665
922.7 0.451955 -0.404025 0.128869 0.583963 -0.162461 0.314962
922.8 0.423103 -0.350878 0.122327 0.639525 -0.118706 0.327505
922.9 0.394284 -0.299706 0.117832 0.697322 -0.0778372 0.339496
923 0.365674 -0.250603 0.115449 0.757847 -0.039841 0.351143
923.1 0.337431 -0.203637 0.115248 0.821632 -0.00468886 0.362659
923.2 0.309702 -0.158854 0.117299 0.889251 0.0276635 0.374268
923.3 0.282617 -0.116279 0.121679 0.961325 0.0572741 0.386197
923.4 0.256294 -0.0759151 0.12844 1.037 0.0842132 0.398684
923.5 0.230836 -0.037749 0.1375 1.11283 0.108563 0.411961
923.6 0.206337 -0.00174737 0.148606 1.187 0.130413 0.42625
923.7 0.182874 0.0321391 0.161469 1.26021 0.149865 0.441739
923.8 0.160517 0.0639759 0.175833 1.33276 0.167025 0.458591
923.9 0.139323 0.093843 0.191455 1.40492 0.182008 0.476945
924 0.119342 0.121835 0.208103 1.47689 0.194931 0.496915
924.1 0.10061 0.148057 0.225557 1.54882 0.205918 0.518591
924.2 0.0831606 0.172631 0.243608 1.62083 0.215096 0.542044
924.3 0.0670151 0.195686 0.262056 1.69301 0.222594 0.567324
924.4 0.0521899 0.217364 0.280709 1.7654 0.228543 0.594461
924.5 0.0386951 0.237817 0.299389 1.83801 0.233076 0.623465
924.6 0.0265351 0.257208 0.317921 1.91081 0.236327 0.654332
924.7 0.01571 0.275708 0.336142 1.98377 0.238428 0.687038
924.8 0.0062156 0.2935 0.353898 2.0568 0.239513 0.721544
924.9 -0.00195529 0.310773 0.37104 2.12983 0.239715 0.757796
925 -0.0088124 0.327728 0.38743 2.20273 0.239166 0.795725
925.1 -0.0143672 0.344576 0.402938 2.27538 0.237996 0.835251
925.2 -0.0186324 0.361537 0.41744 2.34762 0.236335 0.876278
925.3 -0.0216207 0.378841 0.430822 2.4193 0.234312 0.918701
925.4 -0.0233449 0.39673 0.442979 2.49024 0.232053 0.962401
925.5 -0.0238164 0.415457 0.453813 2.56026 0.229684 1.00725
925.6 -0.0230452 0.435288 0.463232 2.62917 0.227331 1.05312
925.7 -0.0210388 0.456504 0.471158 2.69677 0.225116 1.09985
925.8 -0.0178014 0.4794 0.477516 2.76286 0.223164 1.14729
925.9 -0.0133338 0.504287 0.482243 2.82724 0.221597 1.1953
926 -0.00763195 0.531495 0.485282 2.88969 0.220539 1.24369
926.1 -0.000686882 0.561374 0.486588 2.95001 0.220112 1.29229
926.2 0.00751645 0.594296 0.48612 3.00799 0.220443 1.34094
926.3 0.0169997 0.630658 0.483851 3.06342 0.221658 1.38946
926.4 0.0277921 0.670885 0.479758 3.11611 0.223887 1.43765
926.5 0.0399309 0.71543 0.473829 3.16587 0.227262 1.48535
926.6 0.0534628 0.764782 0.466062 3.2125 0.23192 1.53236
926.7 0.0684441 0.819466 0.45646 3.25581 0.238003 1.5785
926.8 0.0849424 0.880047 0.445037 3.29565 0.24566 1.62359
926.9 0.103037 0.947138 0.431816 3.33185 0.255046 1.66745
927 0.122802 1.02055 0.416827 3.36426 0.266324 1.70989
927.1 0.144218 1.09726 0.400108 3.39273 0.279661 1.75076
927.2 0.16708 1.17416 0.381706 3.41714 0.295214 1.78986
