t 1 2 3 4 5 6 7 8 jL0100 jV0400 jV0600 jV0700 jV0800 
1.649e-05 0.0490022 3.67307 1.00479 1.5 3.6438 2.50628 2.5 5 6.90927e-05 1.80862e-09 -1.16826e-09 -2.97085e-09 -2.57098e-05
1.65e-05 0.00551649 3.62959 1.00195 1.5 3.6469 2.5 2.5 5 6.92639e-05 -2.03593e-09 4.25643e-09 -2.43994e-09 -2.52718e-05
1.651e-05 -0.0379944 3.58608 0.99913 1.5 3.65003 2.49372 2.5 5 6.91619e-05 1.81054e-09 -1.14971e-09 -2.95687e-09 -2.48275e-05
1.652e-05 -0.0813588 3.54271 0.996347 1.5 3.65317 2.48747 2.5 5 6.8787e-05 -2.03313e-09 4.2626e-09 -2.40477e-09 -2.4391e-05
1.653e-05 -0.124405 3.49965 0.993611 1.5 3.65632 2.48126 2.5 5 6.81405e-05 1.81418e-09 -1.15616e-09 -2.90083e-09 -2.39519e-05
1.654e-05 -0.166964 3.45708 0.990929 1.5 3.65946 2.47513 2.5 5 6.72252e-05 -2.02867e-09 4.24336e-09 -2.32825e-09 -2.35243e-05
1.655e-05 -0.208868 3.41515 0.988314 1.5 3.66257 2.4691 2.5 5 6.60444e-05 1.81941e-09 -1.18831e-09 -2.80431e-09 -2.30976e-05
1.656e-05 -0.249949 3.37405 0.985772 1.5 3.66564 2.46319 2.5 5 6.4603e-05 -2.02272e-09 4.19823e-09 -2.21227e-09 -2.2686e-05
1.657e-05 -0.290047 3.33392 0.983314 1.5 3.66867 2.45742 2.5 5 6.29066e-05 1.82605e-09 -1.24642e-09 -2.66948e-09 -2.22788e-05
1.658e-05 -0.329002 3.29494 0.980946 1.5 3.67162 2.45182 2.5 5 6.09618e-05 -2.01544e-09 4.12722e-09 -2.05926e-09 -2.18899e-05
1.659e-05 -0.366661 3.25724 0.978678 1.5 3.6745 2.44642 2.5 5 5.87763e-05 1.83394e-09 -1.3302e-09 -2.49901e-09 -2.15086e-05
1.66e-05 -0.402874 3.22099 0.976515 1.5 3.67729 2.44122 2.5 5 5.63587e-05 -2.00699e-09 4.03088e-09 -1.8721e-09 -2.11487e-05
1.661e-05 -0.437497 3.18632 0.974463 1.5 3.67997 2.43626 2.5 5 5.37186e-05 1.8429e-09 -1.4388e-09 -2.29599e-09 -2.07995e-05
1.662e-05 -0.470395 3.15338 0.97253 1.5 3.68252 2.43155 2.5 5 5.08664e-05 -1.99755e-09 3.91037e-09 -1.6541e-09 -2.04743e-05
1.663e-05 -0.501437 3.12229 0.97072 1.5 3.68495 2.4271 2.5 5 4.78133e-05 1.85276e-09 -1.57079e-09 -2.06389e-09 -2.01623e-05
1.664e-05 -0.5305 3.09317 0.969039 1.5 3.68724 2.42295 2.5 5 4.45714e-05 -1.9873e-09 3.7674e-09 -1.40884e-09 -1.98768e-05
1.665e-05 -0.557469 3.06615 0.96749 1.5 3.68937 2.4191 2.5 5 4.11534e-05 1.86337e-09 -1.72416e-09 -1.80644e-09 -1.96067e-05
1.666e-05 -0.582237 3.04132 0.966077 1.5 3.69133 2.41557 2.5 5 3.75729e-05 -1.97638e-09 3.60426e-09 -1.14018e-09 -1.93651e-05
1.667e-05 -0.604707 3.01879 0.964804 1.5 3.69312 2.41237 2.5 5 3.38441e-05 1.87457e-09 -1.89636e-09 -1.52759e-09 -1.91408e-05
1.668e-05 -0.624789 2.99865 0.963675 1.5 3.69472 2.40952 2.5 5 2.99815e-05 -1.96494e-09 3.42378e-09 -8.52155e-10 -1.89467e-05
1.669e-05 -0.642405 2.98097 0.962691 1.5 3.69612 2.40702 2.5 5 2.60005e-05 1.88621e-09 -2.0843e-09 -1.23143e-09 -1.87713e-05
1.67e-05 -0.657485 2.96583 0.961854 1.5 3.69733 2.40489 2.5 5 2.19168e-05 -1.95312e-09 3.22926e-09 -5.48918e-10 -1.86273e-05
1.671e-05 -0.669969 2.95327 0.961167 1.5 3.69833 2.40314 2.5 5 1.77464e-05 1.89818e-09 -2.28448e-09 -9.22172e-10 -1.85031e-05
1.672e-05 -0.679808 2.94337 0.960632 1.5 3.69911 2.40177 2.5 5 1.3506e-05 -1.94104e-09 3.0244e-09 -2.34707e-10 -1.84114e-05
1.673e-05 -0.686964 2.93614 0.960248 1.5 3.69968 2.40079 2.5 5 9.21216e-06 1.91035e-09 -2.49302e-09 -6.04081e-10 -1.83401e-05
1.674e-05 -0.691409 2.93163 0.960018 1.5 3.70002 2.4002 2.5 5 4.88188e-06 -1.9288e-09 2.8132e-09 8.61913e-11 -1.83017e-05
1.675e-05 -0.693126 2.92984 0.959941 1.5 3.70014 2.4 2.5 5 5.32237e-07 1.92263e-09 -2.70582e-09 -2.81452e-10 -1.82842e-05
1.676e-05 -0.692106 2.93079 0.960017 1.5 3.70004 2.4002 2.5 5 -3.81959e-06 -1.91651e-09 2.59987e-09 4.09472e-10 -1.82998e-05
1.677e-05 -0.688357 2.93447 0.960247 1.5 3.69972 2.40079 2.5 5 -8.15644e-06 1.93491e-09 -2.91862e-09 4.14023e-11 -1.83363e-05
1.678e-05 -0.681891 2.94087 0.96063 1.5 3.69918 2.40177 2.5 5 -1.24612e-05 -1.90427e-09 2.38865e-09 7.30824e-10 -1.84057e-05
1.679e-05 -0.672735 2.94996 0.961165 1.5 3.69841 2.40314 2.5 5 -1.67169e-05 1.94708e-09 -3.1272e-09 3.60177e-10 -1.84956e-05
1.68e-05 -0.660924 2.9617 0.961852 1.5 3.69744 2.40489 2.5 5 -2.09067e-05 -1.89218e-09 2.18374e-09 1.04595e-09 -1.8618e-05
1.681e-05 -0.646507 2.97605 0.962688 1.5 3.69625 2.40702 2.5 5 -2.50141e-05 1.95905e-09 -3.32743e-09 6.70587e-10 -1.87602e-05
1.682e-05 -0.62954 2.99296 0.963671 1.5 3.69486 2.40952 2.5 5 -2.90229e-05 -1.88036e-09 1.98916e-09 1.35058e-09 -1.89339e-05
1.683e-05 -0.610089 3.01235 0.9648 1.5 3.69328 2.41237 2.5 5 -3.29173e-05 1.9707e-09 -3.51545e-09 9.68381e-10 -1.91264e-05
1.684e-05 -0.588232 3.03414 0.966073 1.5 3.69151 2.41557 2.5 5 -3.6682e-05 -1.86892e-09 1.80859e-09 1.64049e-09 -1.93491e-05
1.685e-05 -0.564054 3.05826 0.967485 1.5 3.68957 2.4191 2.5 5 -4.0302e-05 1.98189e-09 -3.68773e-09 1.24937e-09 -1.95892e-05
1.686e-05 -0.537651 3.08461 0.969033 1.5 3.68745 2.42295 2.5 5 -4.37631e-05 -1.858e-09 1.64536e-09 1.91154e-09 -1.98579e-05
1.687e-05 -0.509126 3.11308 0.970715 1.5 3.68518 2.4271 2.5 5 -4.70516e-05 1.9925e-09 -3.8412e-09 1.50946e-09 -2.01421e-05
1.688e-05 -0.478593 3.14357 0.972524 1.5 3.68276 2.43155 2.5 5 -5.01546e-05 -1.84774e-09 1.5023e-09 2.15969e-09 -2.04529e-05
1.689e-05 -0.44617 3.17594 0.974457 1.5 3.68021 2.43626 2.5 5 -5.30598e-05 2.00237e-09 -3.97328e-09 1.7447e-09 -2.07769e-05
1.69e-05 -0.411987 3.21008 0.976508 1.5 3.67755 2.44122 2.5 5 -5.57558e-05 -1.83831e-09 1.38169e-09 2.38108e-09 -2.11252e-05
1.691e-05 -0.376176 3.24585 0.97867 1.5 3.67477 2.44642 2.5 5 -5.82319e-05 2.01133e-09 -4.08198e-09 1.95133e-09 -2.14841e-05
1.692e-05 -0.33888 3.28312 0.980939 1.5 3.6719 2.45182 2.5 5 -6.04783e-05 -1.82986e-09 1.28527e-09 2.57206e-09 -2.18646e-05
1.693e-05 -0.300245 3.32172 0.983306 1.5 3.66895 2.45742 2.5 5 -6.24862e-05 2.01922e-09 -4.16585e-09 2.12583e-09 -2.22528e-05
1.694e-05 -0.260423 3.36151 0.985764 1.5 3.66593 2.46319 2.5 5 -6.42476e-05 -1.82257e-09 1.21417e-09 2.72928e-09 -2.26594e-05
1.695e-05 -0.21957 3.40234 0.988305 1.5 3.66286 2.4691 2.5 5 -6.57555e-05 2.02587e-09 -4.22404e-09 2.26504e-09 -2.30706e-05
1.696e-05 -0.177849 3.44404 0.990921 1.5 3.65974 2.47513 2.5 5 -6.7004e-05 -1.81661e-09 1.16896e-09 2.84978e-09 -2.34969e-05
1.697e-05 -0.135422 3.48645 0.993602 1.5 3.65661 2.48126 2.5 5 -6.79882e-05 2.03109e-09 -4.25626e-09 2.36618e-09 -2.39243e-05
1.698e-05 -0.0924581 3.52941 0.996339 1.5 3.65346 2.48747 2.5 5 -6.87041e-05 -1.81216e-09 1.14966e-09 2.931e-09 -2.43633e-05
1.699e-05 -0.049126 3.57273 0.999121 1.5 3.65031 2.49372 2.5 5 -6.91489e-05 2.03474e-09 -4.26277e-09 2.42698e-09 -2.47998e-05
1.7e-05 -0.00559669 3.61626 1.00194 1.5 3.64718 2.5 2.5 5 -6.93208e-05 -1.80936e-09 1.15577e-09 2.97095e-09 -2.52442e-05
1.701e-05 0.0379579 3.65982 1.00478 1.5 3.64407 2.50628 2.5 5 -6.92192e-05 2.03667e-09 -4.24428e-09 2.44573e-09 -2.56824e-05
1.702e-05 0.0813658 3.70323 1.00763 1.5 3.641 2.51253 2.5 5 -6.88443e-05 -1.80834e-09 1.18635e-09 2.96823e-09 -2.61248e-05
1.703e-05 0.124456 3.74633 1.01049 1.5 3.63798 2.51874 2.5 5 -6.81977e-05 2.03675e-09 -4.20194e-09 2.42135e-09 -2.65575e-05
1.704e-05 0.167057 3.78895 1.01333 1.5 3.63503 2.52487 2.5 5 -6.72819e-05 -1.80921e-09 1.24008e-09 2.9221e-09 -2.69907e-05
1.705e-05 0.209001 3.83091 1.01615 1.5 3.63214 2.5309 2.5 5 -6.61005e-05 2.03491e-09 -4.13724e-09 2.35347e-09 -2.74104e-05
1.706e-05 0.250122 3.87206 1.01894 1.5 3.62934 2.53681 2.5 5 -6.46581e-05 -1.81203e-09 1.31529e-09 2.83256e-09 -2.78273e-05
1.707e-05 0.290258 3.91222 1.02168 1.5 3.62663 2.54258 2.5 5 -6.29604e-05 2.03109e-09 -4.05198e-09 2.24247e-09 -2.82273e-05
1.708e-05 0.32925 3.95124 1.02436 1.5 3.62402 2.54818 2.5 5 -6.10142e-05 -1.81685e-09 1.4101e-09 2.70039e-09 -2.86211e-05
1.709e-05 0.366943 3.98897 1.02696 1.5 3.62152 2.55358 2.5 5 -5.8827e-05 2.02528e-09 -3.94814e-09 2.08953e-09 -2.89948e-05
1.71e-05 0.403187 4.02526 1.02948 1.5 3.61913 2.55878 2.5 5 -5.64076e-05 -1.82364e-09 1.52245e-09 2.52717e-09 -2.93593e-05
1.711e-05 0.437841 4.05995 1.03191 1.5 3.61687 2.56374 2.5 5 -5.37654e-05 2.01753e-09 -3.82783e-09 1.89662e-09 -2.9701e-05
1.712e-05 0.470766 4.09292 1.03422 1.5 3.61474 2.56845 2.5 5 -5.0911e-05 -1.83233e-09 1.65016e-09 2.31528e-09 -3.00306e-05
1.713e-05 0.501832 4.12404 1.03642 1.5 3.61274 2.5729 2.5 5 -4.78555e-05 2.00793e-09 -3.69327e-09 1.66654e-09 -3.03349e-05
1.714e-05 0.530916 4.15317 1.03848 1.5 3.61089 2.57705 2.5 5 -4.4611e-05 -1.84281e-09 1.79103e-09 2.06791e-09 -3.06248e-05
1.715e-05 0.557903 4.18022 1.0404 1.5 3.60918 2.5809 2.5 5 -4.11904e-05 1.99662e-09 -3.54664e-09 1.40286e-09 -3.08872e-05
1.716e-05 0.582687 4.20506 1.04217 1.5 3.60762 2.58443 2.5 5 -3.76071e-05 -1.8549e-09 1.94287e-09 1.789e-09 -3.11333e-05
1.717e-05 0.60517 4.2276 1.04379 1.5 3.60621 2.58763 2.5 5 -3.38753e-05 1.98379e-09 -3.39013e-09 1.10989e-09 -3.135e-05
1.718e-05 0.625262 4.24775 1.04523 1.5 3.60497 2.59048 2.5 5 -3.00098e-05 -1.8684e-09 2.10352e-09 1.4832e-09 -3.15488e-05
1.719e-05 0.642885 4.26544 1.04649 1.5 3.60388 2.59298 2.5 5 -2.60258e-05 1.96968e-09 -3.22585e-09 7.92577e-10 -3.17168e-05
1.72e-05 0.657969 4.28059 1.04758 1.5 3.60295 2.59511 2.5 5 -2.19391e-05 -1.88305e-09 2.27092e-09 1.15576e-09 -3.18657e-05
1.721e-05 0.670455 4.29314 1.04847 1.5 3.60219 2.59686 2.5 5 -1.77657e-05 1.95458e-09 -3.05583e-09 4.56448e-10 -3.19827e-05
1.722e-05 0.680294 4.30305 1.04917 1.5 3.6016 2.59823 2.5 5 -1.35222e-05 -1.89853e-09 2.44307e-09 8.1243e-10 -3.20797e-05
1.723e-05 0.687447 4.31027 1.04967 1.5 3.60117 2.59921 2.5 5 -9.22534e-06 1.93879e-09 -2.88203e-09 1.07458e-10 -3.21443e-05
1.724e-05 0.691886 4.31478 1.04998 1.5 3.60091 2.5998 2.5 5 -4.89204e-06 -1.91454e-09 2.61804e-09 4.59344e-10 -3.21883e-05
1.725e-05 0.693595 4.31656 1.05008 1.5 3.60082 2.6 2.5 5 -5.39426e-07 1.92265e-09 -2.70636e-09 -2.48135e-10 -3.21994e-05
1.726e-05 0.692567 4.3156 1.04998 1.5 3.6009 2.5998 2.5 5 3.81533e-06 -1.93072e-09 2.79394e-09 1.02848e-10 -3.21898e-05
1.727e-05 0.688806 4.31191 1.04968 1.5 3.60114 2.59921 2.5 5 8.15503e-06 1.90652e-09 -2.53069e-09 -6.03926e-10 -3.21474e-05
1.728e-05 0.682328 4.3055 1.04917 1.5 3.60156 2.59823 2.5 5 1.24626e-05 -1.94672e-09 2.96891e-09 -2.50635e-10 -3.20844e-05
1.729e-05 0.673158 4.2964 1.04847 1.5 3.60214 2.59686 2.5 5 1.6721e-05 1.89073e-09 -2.3569e-09 -9.53515e-10 -3.1989e-05
1.73e-05 0.661333 4.28464 1.04758 1.5 3.60288 2.59511 2.5 5 2.09134e-05 -1.96221e-09 3.14106e-09 -5.94768e-10 -3.18734e-05
1.731e-05 0.6469 4.27027 1.0465 1.5 3.6038 2.59298 2.5 5 2.50233e-05 1.87562e-09 -2.18687e-09 -1.29066e-09 -3.17261e-05
1.732e-05 0.629916 4.25335 1.04523 1.5 3.60487 2.59048 2.5 5 2.90345e-05 -1.97686e-09 3.30847e-09 -9.23445e-10 -3.15595e-05
1.733e-05 0.610448 4.23394 1.04379 1.5 3.6061 2.58763 2.5 5 3.29312e-05 1.86151e-09 -2.02259e-09 -1.60944e-09 -3.13622e-05
1.734e-05 0.588573 4.21213 1.04218 1.5 3.6075 2.58443 2.5 5 3.66981e-05 -1.99036e-09 3.46912e-09 -1.23094e-09 -3.11469e-05
1.735e-05 0.564377 4.18799 1.04041 1.5 3.60904 2.5809 2.5 5 4.03202e-05 1.84868e-09 -1.86607e-09 -1.90434e-09 -3.09022e-05
1.736e-05 0.537956 4.16162 1.03849 1.5 3.61074 2.57705 2.5 5 4.37832e-05 -2.00246e-09 3.62097e-09 -1.51202e-09 -3.06412e-05
1.737e-05 0.509413 4.13313 1.03642 1.5 3.61258 2.5729 2.5 5 4.70736e-05 1.83737e-09 -1.71944e-09 -2.17044e-09 -3.03525e-05
1.738e-05 0.478862 4.10263 1.03423 1.5 3.61456 2.56845 2.5 5 5.01784e-05 -2.01294e-09 3.76184e-09 -1.76206e-09 -3.00495e-05
1.739e-05 0.446421 4.07024 1.03191 1.5 3.61668 2.56374 2.5 5 5.30853e-05 1.82776e-09 -1.58486e-09 -2.40343e-09 -2.9721e-05
1.74e-05 0.41222 4.03608 1.02949 1.5 3.61893 2.55878 2.5 5 5.57828e-05 -2.02163e-09 3.88957e-09 -1.97711e-09 -2.93804e-05
1.741e-05 0.376392 4.00029 1.02697 1.5 3.62131 2.55358 2.5 5 5.82603e-05 1.82001e-09 -1.46455e-09 -2.59973e-09 -2.9017e-05
1.742e-05 0.339079 3.96301 1.02436 1.5 3.6238 2.54818 2.5 5 6.0508e-05 -2.02842e-09 4.00193e-09 -2.15395e-09 -2.86441e-05
1.743e-05 0.300427 3.92439 1.02169 1.5 3.6264 2.54258 2.5 5 6.2517e-05 1.8142e-09 -1.36068e-09 -2.75651e-09 -2.82513e-05
1.744e-05 0.260588 3.88458 1.01895 1.5 3.6291 2.53681 2.5 5 6.42795e-05 -2.03324e-09 4.09677e-09 -2.29016e-09 -2.7852e-05
1.745e-05 0.219719 3.84374 1.01616 1.5 3.6319 2.5309 2.5 5 6.57885e-05 1.81038e-09 -1.27539e-09 -2.87174e-09 -2.74359e-05
1.746e-05 0.177982 3.80202 1.01334 1.5 3.63477 2.52487 2.5 5 6.70379e-05 -2.03607e-09 4.17202e-09 -2.38408e-09 -2.70168e-05
1.747e-05 0.135539 3.75959 1.0105 1.5 3.63772 2.51874 2.5 5 6.80228e-05 1.80853e-09 -1.21066e-09 -2.94414e-09 -2.65841e-05
1.748e-05 0.0925594 3.71662 1.00764 1.5 3.64073 2.51253 2.5 5 6.87394e-05 -2.03694e-09 4.22578e-09 -2.43485e-09 -2.61519e-05
1.749e-05 0.0492115 3.67328 1.00479 1.5 3.6438 2.50628 2.5 5 6.91848e-05 1.80862e-09 -1.16828e-09 -2.97323e-09 -2.57098e-05
1.75e-05 0.00566646 3.62974 1.00195 1.5 3.6469 2.5 2.5 5 6.93572e-05 -2.03593e-09 4.25641e-09 -2.44234e-09 -2.52718e-05
1.751e-05 -0.037904 3.58617 0.99913 1.5 3.65003 2.49372 2.5 5 6.92559e-05 1.81054e-09 -1.14973e-09 -2.95928e-09 -2.48275e-05
1.752e-05 -0.081328 3.54274 0.996347 1.5 3.65317 2.48747 2.5 5 6.88813e-05 -2.03313e-09 4.26258e-09 -2.40717e-09 -2.4391e-05
1.753e-05 -0.124434 3.49962 0.993611 1.5 3.65632 2.48126 2.5 5 6.82349e-05 1.81418e-09 -1.15617e-09 -2.90321e-09 -2.39519e-05
1.754e-05 -0.167052 3.45699 0.990929 1.5 3.65946 2.47513 2.5 5 6.73192e-05 -2.02868e-09 4.24334e-09 -2.33061e-09 -2.35243e-05
1.755e-05 -0.209013 3.41501 0.988314 1.5 3.66257 2.4691 2.5 5 6.61378e-05 1.8194e-09 -1.18833e-09 -2.80664e-09 -2.30977e-05
1.756e-05 -0.250152 3.37384 0.985772 1.5 3.66564 2.46319 2.5 5 6.46952e-05 -2.02272e-09 4.19821e-09 -2.21455e-09 -2.2686e-05
1.757e-05 -0.290306 3.33366 0.983314 1.5 3.66867 2.45742 2.5 5 6.29974e-05 1.82605e-09 -1.24644e-09 -2.67171e-09 -2.22788e-05
1.758e-05 -0.329315 3.29462 0.980946 1.5 3.67162 2.45182 2.5 5 6.10508e-05 -2.01544e-09 4.1272e-09 -2.06143e-09 -2.18899e-05
1.759e-05 -0.367027 3.25688 0.978677 1.5 3.6745 2.44642 2.5 5 5.88631e-05 1.83393e-09 -1.33022e-09 -2.50111e-09 -2.15087e-05
1.76e-05 -0.403291 3.22057 0.976514 1.5 3.67729 2.44122 2.5 5 5.64431e-05 -2.00699e-09 4.03087e-09 -1.87413e-09 -2.11488e-05
1.761e-05 -0.437964 3.18586 0.974463 1.5 3.67996 2.43626 2.5 5 5.38002e-05 1.8429e-09 -1.43881e-09 -2.29794e-09 -2.07996e-05
1.762e-05 -0.470909 3.15286 0.97253 1.5 3.68252 2.43155 2.5 5 5.09449e-05 -1.99755e-09 3.91036e-09 -1.65595e-09 -2.04744e-05
1.763e-05 -0.501996 3.12173 0.97072 1.5 3.68495 2.4271 2.5 5 4.78885e-05 1.85276e-09 -1.57081e-09 -2.06565e-09 -2.01624e-05
1.764e-05 -0.531101 3.09257 0.969038 1.5 3.68724 2.42295 2.5 5 4.46429e-05 -1.9873e-09 3.76739e-09 -1.41049e-09 -1.98769e-05
1.765e-05 -0.55811 3.06551 0.967489 1.5 3.68937 2.4191 2.5 5 4.1221e-05 1.86337e-09 -1.72418e-09 -1.80799e-09 -1.96068e-05
1.766e-05 -0.582915 3.04065 0.966076 1.5 3.69133 2.41557 2.5 5 3.76364e-05 -1.97638e-09 3.60425e-09 -1.14161e-09 -1.93653e-05
1.767e-05 -0.605418 3.01808 0.964804 1.5 3.69312 2.41237 2.5 5 3.39032e-05 1.87456e-09 -1.89637e-09 -1.5289e-09 -1.9141e-05
1.768e-05 -0.625532 2.99791 0.963674 1.5 3.69472 2.40952 2.5 5 3.0036e-05 -1.96494e-09 3.42377e-09 -8.53345e-10 -1.89469e-05
1.769e-05 -0.643176 2.9802 0.96269 1.5 3.69612 2.40702 2.5 5 2.60503e-05 1.88621e-09 -2.08431e-09 -1.23249e-09 -1.87714e-05
1.77e-05 -0.65828 2.96503 0.961853 1.5 3.69733 2.40489 2.5 5 2.19616e-05 -1.95312e-09 3.22925e-09 -5.49849e-10 -1.86275e-05
1.771e-05 -0.670786 2.95246 0.961167 1.5 3.69832 2.40314 2.5 5 1.77862e-05 1.89818e-09 -2.28449e-09 -9.2297e-10 -1.85033e-05
1.772e-05 -0.680643 2.94253 0.960631 1.5 3.69911 2.40177 2.5 5 1.35406e-05 -1.94104e-09 3.02439e-09 -2.35368e-10 -1.84115e-05
1.773e-05 -0.687814 2.93529 0.960247 1.5 3.69967 2.40079 2.5 5 9.24147e-06 1.91035e-09 -2.49303e-09 -6.04603e-10 -1.83403e-05
1.774e-05 -0.69227 2.93077 0.960017 1.5 3.70002 2.4002 2.5 5 4.90581e-06 -1.9288e-09 2.8132e-09 8.58077e-11 -1.83019e-05
1.775e-05 -0.693994 2.92897 0.95994 1.5 3.70014 2.4 2.5 5 5.50736e-07 1.92263e-09 -2.70582e-09 -2.81696e-10 -1.82844e-05
1.776e-05 -0.692979 2.92992 0.960016 1.5 3.70004 2.4002 2.5 5 -3.80657e-06 -1.91651e-09 2.59987e-09 4.09368e-10 -1.83e-05
1.777e-05 -0.68923 2.9336 0.960246 1.5 3.69972 2.40079 2.5 5 -8.1489e-06 1.93491e-09 -2.91862e-09 4.14382e-11 -1.83365e-05
1.778e-05 -0.682762 2.94 0.960629 1.5 3.69918 2.40177 2.5 5 -1.24591e-05 -1.90427e-09 2.38865e-09 7.30998e-10 -1.84059e-05
1.779e-05 -0.6736 2.94909 0.961164 1.5 3.69841 2.40314 2.5 5 -1.67203e-05 1.94708e-09 -3.1272e-09 3.60489e-10 -1.84958e-05
1.78e-05 -0.66178 2.96085 0.961851 1.5 3.69744 2.40489 2.5 5 -2.09155e-05 -1.89218e-09 2.18375e-09 1.0464e-09 -1.86182e-05
1.781e-05 -0.64735 2.97521 0.962687 1.5 3.69625 2.40702 2.5 5 -2.50282e-05 1.95905e-09 -3.32743e-09 6.71165e-10 -1.87604e-05
1.782e-05 -0.630367 2.99213 0.96367 1.5 3.69486 2.40952 2.5 5 -2.90423e-05 -1.88036e-09 1.98916e-09 1.35129e-09 -1.89341e-05
1.783e-05 -0.610897 3.01154 0.9648 1.5 3.69328 2.41237 2.5 5 -3.29418e-05 1.9707e-09 -3.51544e-09 9.69213e-10 -1.91266e-05
1.784e-05 -0.589018 3.03336 0.966072 1.5 3.69151 2.41557 2.5 5 -3.67115e-05 -1.86892e-09 1.8086e-09 1.64144e-09 -1.93493e-05
1.785e-05 -0.564815 3.0575 0.967484 1.5 3.68957 2.4191 2.5 5 -4.03363e-05 1.98189e-09 -3.68772e-09 1.25044e-09 -1.95894e-05
1.786e-05 -0.538384 3.08388 0.969033 1.5 3.68745 2.42295 2.5 5 -4.38021e-05 -1.858e-09 1.64538e-09 1.91272e-09 -1.98581e-05
1.787e-05 -0.509829 3.11238 0.970714 1.5 3.68518 2.4271 2.5 5 -4.70952e-05 1.9925e-09 -3.84118e-09 1.51075e-09 -2.01422e-05
1.788e-05 -0.479262 3.1429 0.972523 1.5 3.68276 2.43155 2.5 5 -5.02025e-05 -1.84774e-09 1.50232e-09 2.16108e-09 -2.0453e-05
1.789e-05 -0.446804 3.17531 0.974456 1.5 3.68021 2.43626 2.5 5 -5.31118e-05 2.00237e-09 -3.97327e-09 1.74619e-09 -2.07771e-05
1.79e-05 -0.412583 3.20949 0.976507 1.5 3.67754 2.44122 2.5 5 -5.58117e-05 -1.83831e-09 1.38171e-09 2.38265e-09 -2.11253e-05
1.791e-05 -0.376732 3.2453 0.97867 1.5 3.67477 2.44642 2.5 5 -5.82914e-05 2.01134e-09 -4.08196e-09 1.95298e-09 -2.14843e-05
1.792e-05 -0.339394 3.2826 0.980938 1.5 3.6719 2.45182 2.5 5 -6.05412e-05 -1.82986e-09 1.28529e-09 2.57378e-09 -2.18647e-05
1.793e-05 -0.300715 3.32125 0.983306 1.5 3.66895 2.45742 2.5 5 -6.25521e-05 2.01923e-09 -4.16583e-09 2.12762e-09 -2.22529e-05
1.794e-05 -0.260848 3.36109 0.985764 1.5 3.66593 2.46319 2.5 5 -6.43163e-05 -1.82257e-09 1.21419e-09 2.73114e-09 -2.26595e-05
1.795e-05 -0.219949 3.40196 0.988305 1.5 3.66286 2.4691 2.5 5 -6.58268e-05 2.02587e-09 -4.22402e-09 2.26694e-09 -2.30707e-05
1.796e-05 -0.17818 3.44371 0.990921 1.5 3.65974 2.47513 2.5 5 -6.70775e-05 -1.81661e-09 1.16898e-09 2.85172e-09 -2.3497e-05
1.797e-05 -0.135704 3.48617 0.993602 1.5 3.65661 2.48126 2.5 5 -6.80636e-05 2.03109e-09 -4.25625e-09 2.36816e-09 -2.39244e-05
1.798e-05 -0.0926908 3.52917 0.996339 1.5 3.65346 2.48747 2.5 5 -6.87812e-05 -1.81216e-09 1.14967e-09 2.93301e-09 -2.43633e-05
1.799e-05 -0.0493085 3.57255 0.999121 1.5 3.65031 2.49372 2.5 5 -6.92273e-05 2.03474e-09 -4.26275e-09 2.42901e-09 -2.47998e-05
1.8e-05 -0.00572871 3.61613 1.00194 1.5 3.64718 2.5 2.5 5 -6.94002e-05 -1.80935e-09 1.15578e-09 2.97299e-09 -2.52442e-05
1.801e-05 0.0378766 3.65973 1.00478 1.5 3.64407 2.50628 2.5 5 -6.92992e-05 2.03667e-09 -4.24426e-09 2.44777e-09 -2.56824e-05
1.802e-05 0.0813353 3.7032 1.00763 1.5 3.641 2.51253 2.5 5 -6.89247e-05 -1.80833e-09 1.18637e-09 2.97027e-09 -2.61248e-05
1.803e-05 0.124476 3.74635 1.01049 1.5 3.63798 2.51874 2.5 5 -6.82781e-05 2.03675e-09 -4.20192e-09 2.42338e-09 -2.65575e-05
1.804e-05 0.167127 3.78902 1.01333 1.5 3.63503 2.52487 2.5 5 -6.7362e-05 -1.8092e-09 1.24009e-09 2.9241e-09 -2.69906e-05
1.805e-05 0.209121 3.83103 1.01615 1.5 3.63214 2.5309 2.5 5 -6.618e-05 2.03491e-09 -4.13723e-09 2.35545e-09 -2.74104e-05
1.806e-05 0.250291 3.87222 1.01894 1.5 3.62934 2.53681 2.5 5 -6.47367e-05 -1.81203e-09 1.3153e-09 2.8345e-09 -2.78272e-05
1.807e-05 0.290474 3.91244 1.02168 1.5 3.62663 2.54258 2.5 5 -6.30378e-05 2.03109e-09 -4.05197e-09 2.24437e-09 -2.82272e-05
1.808e-05 0.329513 3.95151 1.02436 1.5 3.62402 2.54818 2.5 5 -6.10901e-05 -1.81685e-09 1.41011e-09 2.70224e-09 -2.8621e-05
1.809e-05 0.367251 3.98928 1.02696 1.5 3.62152 2.55358 2.5 5 -5.89011e-05 2.02528e-09 -3.94813e-09 2.09132e-09 -2.89948e-05
1.81e-05 0.403539 4.02561 1.02948 1.5 3.61913 2.55878 2.5 5 -5.64796e-05 -1.82364e-09 1.52246e-09 2.5289e-09 -2.93592e-05
1.811e-05 0.438235 4.06035 1.03191 1.5 3.61687 2.56374 2.5 5 -5.38351e-05 2.01753e-09 -3.82782e-09 1.89828e-09 -2.97009e-05
